,count,references
See Pedagogue,1,Pedagogue
"See his
edition of
Cudworth's
IntellectM:
System",1,"his
edition of
Cudworth's
IntellectM:
System"
See Saavedra,1,Saavedra
See Eunuch,1,Eunuch
See Gules,1,Gules
See Ab- small note,1,Ab- small note
See Simonians,1,Simonians
See Will,1,Will
See Albania,1,Albania
See Buitning-Spring,1,Buitning-Spring
See Scudding,1,Scudding
See Kirwan's Mineralogy,1,Kirwan's Mineralogy
See Brown,1,Brown
"See Table
j of the Muscles under
J Anatomy",1,"Table
j of the Muscles under
J Anatomy"
See Croute,1,Croute
See Physics,1,Physics
See Diary,1,Diary
See Hymen®a and Gleditsia,1,Hymen®a and Gleditsia
See ILematoxylon,1,ILematoxylon
See Equipollence,1,Equipollence
See Hai-nan,1,Hai-nan
"See also the
article Chromatics in the Supplement",1,"also the
article Chromatics in the Supplement"
See the figure S adjoining,1,the figure S adjoining
See Recherches de la France,1,Recherches de la France
"See En
sign",1,"En
sign"
See Primorie,1,Primorie
"See each of
ficer under his proper article",1,"each of
ficer under his proper article"
See Cochlearea,1,Cochlearea
See Terra Australis,1,Terra Australis
See also the articles Animalcule,1,also the articles Animalcule
See Dignity,1,Dignity
See Proportion,1,Proportion
See Marrubium,1,Marrubium
See Bethune,1,Bethune
See Cavendish,1,Cavendish
See Odyssey,1,Odyssey
"See Croft
14 on Wines",1,"Croft
14 on Wines"
"See the
preceding article",1,"the
preceding article"
See Luff,1,Luff
"See PoE-
TRY",1,"PoE-
TRY"
"See Electricity and
Lightning",1,"Electricity and
Lightning"
See Berberis,1,Berberis
See Soc caSe#» ^7 other lands are holden,1,Soc caSe#» ^7 other lands are holden
See Diplomatics,1,Diplomatics
See Botany bidex,1,Botany bidex
See Stellionate,1,Stellionate
"See Her
mes",1,"Her
mes"
"See Seam ax-
shie»
To
S A I
To illustrate tins observation by examples",1,"Seam ax-
shie»
To
S A I
To illustrate tins observation by examples"
See Clef,1,Clef
See the article Good-MANNERS,1,the article Good-MANNERS
See Sulphur,1,Sulphur
See BlTHYNlA,1,BlTHYNlA
See Maxilla,1,Maxilla
See Fee and Feodal System,1,Fee and Feodal System
See the article Rome,1,the article Rome
"See the
nrticle
Adam",1,"the
nrticle
Adam"
See Puteoli,1,Puteoli
See InUSTIO,1,InUSTIO
See Traitc du Nivellement par M,1,Traitc du Nivellement par M
"See the ar
ticle Latere",1,"the ar
ticle Latere"
See Verd,1,Verd
"See CoRUS and
Measure",1,"CoRUS and
Measure"
See Hirudo,1,Hirudo
"See also Lowman on the
Revelation",1,"also Lowman on the
Revelation"
See Fascination,1,Fascination
"See the articles
Cloud",1,"the articles
Cloud"
"See Jones's
motion CuiW°rth; mentioned Berkeley and the author of Ancient Metaphysics",1,"Jones's
motion CuiW°rth; mentioned Berkeley and the author of Ancient Metaphysics"
See Colchicum,1,Colchicum
See Carnation,1,Carnation
"See this subject more fully considered in the article
Beauty in the Supplement",1,"this subject more fully considered in the article
Beauty in the Supplement"
"See Hindostan
and India",1,"Hindostan
and India"
"See BotaIv iolouicd ma st wlZh nn h b'tterj0rt “ in Pak
GALAXY",1,"BotaIv iolouicd ma st wlZh nn h b'tterj0rt “ in Pak
GALAXY"
"See the article Varia
tion",1,"the article Varia
tion"
See AlaudA,1,AlaudA
See BoOK-Btnding,1,BoOK-Btnding
See Castel,1,Castel
See WlGTONSHIRE,1,WlGTONSHIRE
See Enthusiasm,1,Enthusiasm
See Magnets,1,Magnets
"See Numeral
Letters",1,"Numeral
Letters"
See Yeast,1,Yeast
See Kerry,1,Kerry
"See Mr
Ware's
Treatise on
the Puru
lent Oph
thalmia",1,"Mr
Ware's
Treatise on
the Puru
lent Oph
thalmia"
See Aspect,1,Aspect
"See Resistance of Fluids and Sea
manship",1,"Resistance of Fluids and Sea
manship"
"See Stafford
shire",1,"Stafford
shire"
"See the
keeping the metals to be engraven firm to the block",1,"the
keeping the metals to be engraven firm to the block"
"See the article in
the Supplement",1,"the article in
the Supplement"
"See 3
-•-V",1,"3
-•-V"
See Pre- another ,1,Pre- another 
"See rlates
CCCCXC",1,"rlates
CCCCXC"
See Inflected Bays,1,Inflected Bays
See the articles Chivalry,1,the articles Chivalry
See the bold youth || strain up the threatening steep,1,the bold youth || strain up the threatening steep
"See Couhage and DoLI-
chos",1,"Couhage and DoLI-
chos"
See CHANCERY,1,CHANCERY
"See Cv- I* ^ie (so called on account of the barb
nm",1,"Cv- I* ^ie (so called on account of the barb
nm"
"See Ad
vocate",1,"Ad
vocate"
See Bagdad,1,Bagdad
"See James’s Tra-^—>•
vels",1,"James’s Tra-^—>•
vels"
See Ducking,1,Ducking
See Exsudation,1,Exsudation
"See B0OK-Keeping\
9 ] IP H
Journal",1,"B0OK-Keeping\
9 ] IP H
Journal"
See Cemetery,1,Cemetery
"See Botany
GALEN",1,"Botany
GALEN"
See Nottinghamshire,1,Nottinghamshire
See Diaphragm,1,Diaphragm
"See the article Dockyards in the
Supplement",1,"the article Dockyards in the
Supplement"
See Civil History,1,Civil History
See Chamos,1,Chamos
"See Naza-
rite",1,"Naza-
rite"
"See For
tune",1,"For
tune"
"See Forfeiture and
Deodand",1,"Forfeiture and
Deodand"
See also the night-storm of thunder,1,also the night-storm of thunder
See Zircon,1,Zircon
See Medicine hidex,1,Medicine hidex
See JEon,1,JEon
See Passiflora,1,Passiflora
See Kono,1,Kono
See Mr Bruce’s Travels,1,Mr Bruce’s Travels
"See the article Poison
and Serpent",1,"the article Poison
and Serpent"
"See the ar
ticle Blind",1,"the ar
ticle Blind"
See Aspalathus,1,Aspalathus
See Zygophyllum,1,Zygophyllum
See Papaver,1,Papaver
See Syllaeus,1,Syllaeus
See Rhamphastos,1,Rhamphastos
See Lenox,1,Lenox
"See Scarbo
rough",1,"Scarbo
rough"
See Cotyledon,1,Cotyledon
See Armagh,1,Armagh
See Crystallization),1,Crystallization)
See Porcelain Shell,1,Porcelain Shell
See Devonshire,1,Devonshire
See Conquest,1,Conquest
See also Plowing Machines,1,also Plowing Machines
"See the ar
ticle Porch",1,"the ar
ticle Porch"
See the article Levelling,1,the article Levelling
See Surveying,1,Surveying
See Stuhl Weissenburg,1,Stuhl Weissenburg
"See Materia Medica In-
dj",1,"Materia Medica In-
dj"
See GrenoSlE,1,GrenoSlE
See HORSEMANSHIP,1,HORSEMANSHIP
See Proedri,1,Proedri
See Ablecti,1,Ablecti
See Good Manners,1,Good Manners
"See DenaRRIS*
TESSELATED PAVEMENTS",1,"DenaRRIS*
TESSELATED PAVEMENTS"
"See Li- ' v “
THOPHYTES and Zoophytes",1,"Li- ' v “
THOPHYTES and Zoophytes"
See Mosaic haw,1,Mosaic haw
See Clarke’s Travels,1,Clarke’s Travels
See Fishing Fly,1,Fishing Fly
"See Blen
heitn",1,"Blen
heitn"
"See Lo-
RIC A",1,"Lo-
RIC A"
See Essay-BALANCE,1,Essay-BALANCE
See Bows and Archery,1,Bows and Archery
"See Ca-
NELLA",1,"Ca-
NELLA"
"See AIammalia
jf ndex",1,"AIammalia
jf ndex"
See Avoirdupois,1,Avoirdupois
See Manse,1,Manse
"See Garci-
nia",1,"Garci-
nia"
See Syncellus,1,Syncellus
See Wodevile,1,Wodevile
See Batenites,1,Batenites
See PEEBLES SHIRE,1,PEEBLES SHIRE
See 4n is said by Aaron Hill *,1,4n is said by Aaron Hill *
See Need-le,1,Need-le
See Boreas,1,Boreas
See Assembly,1,Assembly
See New-Haven,1,New-Haven
See Constable,1,Constable
"See Py
thagoras)",1,"Py
thagoras)"
"See In-
and independent acts of the mind",1,"In-
and independent acts of the mind"
See Touchstone,1,Touchstone
"See Read-
1NC",1,"Read-
1NC"
See Lithospermum,1,Lithospermum
See Joshua xxiv,1,Joshua xxiv
See Class,1,Class
"See Hatch
ing",1,"Hatch
ing"
See Ember,1,Ember
See the blood of a mortal,1,the blood of a mortal
See Fascines 5 and Fire-ship,1,Fascines 5 and Fire-ship
See V itis,1,V itis
See Gallia and Gauls,1,Gallia and Gauls
See Mountain,1,Mountain
See Hydrodynamics in this work,1,Hydrodynamics in this work
"See Botany
DIONYSIA",1,"Botany
DIONYSIA"
"See Bo-
nss' tany",1,"Bo-
nss' tany"
See Rivinia,1,Rivinia
See the article Bread,1,the article Bread
"See the articles A-
drian",1,"the articles A-
drian"
See Enamel,1,Enamel
See Molosses,1,Molosses
"See Exercise and Ma
nual",1,"Exercise and Ma
nual"
See Bronzing,1,Bronzing
See the article Evaporation,1,the article Evaporation
See Lance,1,Lance
See a,1,a
See Cinara,1,Cinara
"See Duncan’s Dispen
satory",1,"Duncan’s Dispen
satory"
See Lophus,1,Lophus
"See the article
Divination and Name",1,"the article
Divination and Name"
"See rYR-
rhichius",1,"rYR-
rhichius"
See Gun-Powdes,1,Gun-Powdes
See CHAiN-TFales,1,CHAiN-TFales
"See Horn
ing",1,"Horn
ing"
See Nave!,1,Nave!
"See Cal
see of an archhishop",1,"Cal
see of an archhishop"
See Cuth,1,Cuth
"See the First Book of
Samuel",1,"the First Book of
Samuel"
"See there {Table of
the Muscles)",1,"there {Table of
the Muscles)"
See Fresco,1,Fresco
See Defoliation,1,Defoliation
"See Bot
tomry",1,"Bot
tomry"
"See Conse
cration",1,"Conse
cration"
See Medicine Itidex,1,Medicine Itidex
See Imparlance,1,Imparlance
See N° 15,1,N° 15
"See CoKIC Sec-
tions",1,"CoKIC Sec-
tions"
See Turin,1,Turin
"See Lothian and Edinburgh
shire",1,"Lothian and Edinburgh
shire"
"See J
four lawful wives",1,"J
four lawful wives"
See Cork,1,Cork
See i4co;i-ear f * vvord is formed from the Greek sound,1,i4co;i-ear f * vvord is formed from the Greek sound
See Agriculture and Gardening,1,Agriculture and Gardening
See Abundelian Marbles,1,Abundelian Marbles
"See the articles
China and Egypt",1,"the articles
China and Egypt"
See Florida,1,Florida
See Fire-Ship,1,Fire-Ship
"See Plat
w'e are well acquainted wfith the state of the parts",1,"Plat
w'e are well acquainted wfith the state of the parts"
See Helminthology (f),1,Helminthology (f)
See Maim,1,Maim
"See Foliating of
Looking- Glasses",1,"Foliating of
Looking- Glasses"
See Botan,1,Botan
See Polypi,1,Polypi
See Scarajleus,1,Scarajleus
See ABC,1,ABC
See Burning Springs,1,Burning Springs
See Erysipelas,1,Erysipelas
See Caraites,1,Caraites
See Champion,1,Champion
"See Castiga-
TORY",1,"Castiga-
TORY"
"See In-
ed a triple octave",1,"In-
ed a triple octave"
See NOVEMBER,1,NOVEMBER
See Haddingtonshire,1,Haddingtonshire
See Simon Magus,1,Simon Magus
See Jury,1,Jury
"See Rhine
gau",1,"Rhine
gau"
See Medicine Inde%,1,Medicine Inde%
"See East
the company found a most formidable enemy in Hyder^nclinCorn-
Aly",1,"East
the company found a most formidable enemy in Hyder^nclinCorn-
Aly"
"See J ljj^l c""
Medicine",1,"J ljj^l c""
Medicine"
"See Miracle and Prophecy) $ so
that the unprejudiced part ofthe people readily acknow
ledged him to be of a truth “ that prophet which should
come into the world—the Son of God",1,"Miracle and Prophecy) $ so
that the unprejudiced part ofthe people readily acknow
ledged him to be of a truth “ that prophet which should
come into the world—the Son of God"
See Kennet’s Glossary in Maritagium,1,Kennet’s Glossary in Maritagium
See Dwarf,1,Dwarf
See more of this afterwards,1,more of this afterwards
See Scutellaria,1,Scutellaria
See Boar,1,Boar
"See Classifica
tion under Botany",1,"Classifica
tion under Botany"
"See Du-
combined him with the star Fomelhaset * in their mysti-p",1,"Du-
combined him with the star Fomelhaset * in their mysti-p"
See the Greek original of this quotation,1,the Greek original of this quotation
"See Equatorial
Telescope",1,"Equatorial
Telescope"
See Antoninus Pius,1,Antoninus Pius
See Sarah,1,Sarah
See Exuviae,1,Exuviae
See Camaieu,1,Camaieu
See Asteria and STAR-STONE,1,Asteria and STAR-STONE
See Wicklow,1,Wicklow
See Yest,1,Yest
See Decurio,1,Decurio
"See Gir-
GENTI",1,"Gir-
GENTI"
"See the
articles Shastah and Vedam",1,"the
articles Shastah and Vedam"
See Waive,1,Waive
See Minerai,1,Minerai
See the article Coinage,1,the article Coinage
See Chio and Scio,1,Chio and Scio
"See Observations on certain Parts of the Animal
Kcvnomy",1,"Observations on certain Parts of the Animal
Kcvnomy"
See N° clxxxiii,1,N° clxxxiii
See ^Edile,1,^Edile
See Plant and Tree,1,Plant and Tree
See ^Egina,1,^Egina
See Castration and Eunuch),1,Castration and Eunuch)
See N° 422,1,N° 422
"See Antiquities""",1,"Antiquities"""
See Boehmen,1,Boehmen
"See the articles Engra
ving",1,"the articles Engra
ving"
See the articles Attraction,1,the articles Attraction
See Burden,1,Burden
See Molasses,1,Molasses
See Example xcir,1,Example xcir
See Worship),1,Worship)
"See Peni
tence and Theology",1,"Peni
tence and Theology"
See Mezzotinto,1,Mezzotinto
See Teflis),1,Teflis)
See LH,1,LH
See Edom,1,Edom
"See this further explained under the article
Antestari",1,"this further explained under the article
Antestari"
See Ptolemy,1,Ptolemy
See Ven- called Ventriloc/ui*,1,Ven- called Ventriloc/ui*
"See History
of Scotland",1,"History
of Scotland"
See Liturgy and Mass,1,Liturgy and Mass
See Health,1,Health
See N° 10,1,N° 10
See Tragofogon,1,Tragofogon
See Almucantar,1,Almucantar
See Lex,1,Lex
"See each feast
under its proper article",1,"each feast
under its proper article"
See Bastanado,1,Bastanado
See Forcing,1,Forcing
"See Ga-
rizim",1,"Ga-
rizim"
See Stole,1,Stole
See opinion has been lately controverted,1,opinion has been lately controverted
See Aqueduct,1,Aqueduct
"See I EN-
tathlum and Pancratium",1,"I EN-
tathlum and Pancratium"
"See Botany steward*
zing",1,"Botany steward*
zing"
"See Cal
cutta",1,"Cal
cutta"
See Adrian,1,Adrian
"See the article
Mayor’s Ctwrf",1,"the article
Mayor’s Ctwrf"
See Equisetum,1,Equisetum
See Vera Cruz,1,Vera Cruz
See Larceny,1,Larceny
"See FL
e shall distinguish these two cases below",1,"FL
e shall distinguish these two cases below"
See Gabel,1,Gabel
See Nilometer,1,Nilometer
See Oratory •,1,Oratory •
See Brest,1,Brest
See each of these feasts,1,each of these feasts
See Telescope,1,Telescope
See Aberbrothick,1,Aberbrothick
See Kirkcudbrightshire,1,Kirkcudbrightshire
See Bodon,1,Bodon
See Necromancy,1,Necromancy
See Comparison; and Oratory,1,Comparison; and Oratory
See Rio-Janeiro,1,Rio-Janeiro
See Ntevus,1,Ntevus
See Lesbos and Mitylene,1,Lesbos and Mitylene
See Rostra,1,Rostra
"See MINERALOGY Inde
Ophites",1,"MINERALOGY Inde
Ophites"
"See Excommunica
tion",1,"Excommunica
tion"
See Bruntisland,1,Bruntisland
See the article Mexico,1,the article Mexico
See KINCARDINESHIRE,1,KINCARDINESHIRE
See PHYTOLACCA,1,PHYTOLACCA
See Persic aria,1,Persic aria
See LONGEVITY,1,LONGEVITY
See Simony,1,Simony
See Vitrea Lacryma,1,Vitrea Lacryma
See Fee and in the snow at all,1,Fee and in the snow at all
"See also Dryden’s Alexander’s
Feast",1,"also Dryden’s Alexander’s
Feast"
"See this discovery fully explained and ascertained un-
dei; the article Optics",1,"this discovery fully explained and ascertained un-
dei; the article Optics"
See Scot,1,Scot
See Nyctanthes,1,Nyctanthes
See an excellent description of these subterraneous abodes,1,an excellent description of these subterraneous abodes
See Battering Batn,1,Battering Batn
See Satyr,1,Satyr
"See Law
3SJ° clviii",1,"Law
3SJ° clviii"
"See Ef
fluvia",1,"Ef
fluvia"
"See Knight-
Service",1,"Knight-
Service"
See Epochs,1,Epochs
"See La
tium",1,"La
tium"
See Cam^ea,1,Cam^ea
"See Graham j and Bri
tain",1,"Graham j and Bri
tain"
See Torus,1,Torus
"See {History of)
Poland",1,"{History of)
Poland"
See Hypermnestra,1,Hypermnestra
See Scarab,1,Scarab
"See pre
ceding Section)",1,"pre
ceding Section)"
"See Do
mingo",1,"Do
mingo"
See Squadron,1,Squadron
See Adultery,1,Adultery
See GrANADA,1,GrANADA
See Hedges,1,Hedges
See Hippomane,1,Hippomane
See Tall and High,1,Tall and High
See the article BoSHIESMEN,1,the article BoSHIESMEN
"See CoLOUR-Mak-
ing",1,"CoLOUR-Mak-
ing"
See Husband,1,Husband
See Chemistry and Mineralogy,1,Chemistry and Mineralogy
See Suture,1,Suture
"See Ge
ranium",1,"Ge
ranium"
See Fat,1,Fat
See Botany b/dex,1,Botany b/dex
"See the article
Parson",1,"the article
Parson"
"See Hedy-
sarum",1,"Hedy-
sarum"
See Marshalsea,1,Marshalsea
See LXXXVIII,1,LXXXVIII
See Berkshire,1,Berkshire
See the article Dialling,1,the article Dialling
See Sciurus,1,Sciurus
See Rain-Bow,1,Rain-Bow
See Logic ; and Oratory,1,Logic ; and Oratory
See Architecture and Ventilation,1,Architecture and Ventilation
See Philosophical Transactions,1,Philosophical Transactions
See Rack,1,Rack
See Pkinting Press,1,Pkinting Press
See Tight,1,Tight
See Lapsana,1,Lapsana
See Astringents,1,Astringents
See Quiac-Match,1,Quiac-Match
"See Stirling-
shirk",1,"Stirling-
shirk"
See School,1,School
"See Tong-
tsao",1,"Tong-
tsao"
See Dipus,1,Dipus
See the decree of the Attalists in Chishull,1,the decree of the Attalists in Chishull
See Belides,1,Belides
"See Sacks of
Earth",1,"Sacks of
Earth"
See Phoenicia,1,Phoenicia
See Telescote,1,Telescote
See Factorage,1,Factorage
See Note (b Georg,1,Note (b Georg
See FiewHolland,1,FiewHolland
See Foett-ther gentleman §,1,Foett-ther gentleman §
"See Magne
tism",1,"Magne
tism"
See Parmigiano,1,Parmigiano
See Vegetable Anatomy,1,Vegetable Anatomy
See Jonah,1,Jonah
See Etox,1,Etox
"See Arsis
and Thesis",1,"Arsis
and Thesis"
See understanding,1,understanding
"See Can
place",1,"Can
place"
See Armenia),1,Armenia)
"See Dial
ing",1,"Dial
ing"
See Vitus's Dance,1,Vitus's Dance
See Acclama- Adorea,1,Acclama- Adorea
See FAiiiY-Circle,1,FAiiiY-Circle
"See an excellent marriage settlement by Blackstone in
the appendix to the second volume of his Commentaries;
Duty oj Marriage",1,"an excellent marriage settlement by Blackstone in
the appendix to the second volume of his Commentaries;
Duty oj Marriage"
See Sagittaria,1,Sagittaria
See Ark,1,Ark
"See Ammoni-
tis and Ammonites",1,"Ammoni-
tis and Ammonites"
See also Anatomy,1,also Anatomy
See St Clare,1,St Clare
"See Lares
and Penates",1,"Lares
and Penates"
See Part II,1,Part II
See Diamond),1,Diamond)
See SoRTES,1,SoRTES
See Eddystone,1,Eddystone
See Pastinaca,1,Pastinaca
See AIedicine,1,AIedicine
See Prerogative,1,Prerogative
See Humidity,1,Humidity
See the article Navigation,1,the article Navigation
"See Parent
and Filial Piety",1,"Parent
and Filial Piety"
See Fabricius,1,Fabricius
See Botany Lidex,1,Botany Lidex
See Lever,1,Lever
See Focmineus Flos,1,Focmineus Flos
See Fastolff,1,Fastolff
See Pontifex and Priest,1,Pontifex and Priest
"See Ger
man",1,"Ger
man"
See Puintino,1,Puintino
See Boa,1,Boa
See the article Cinque-ports,1,the article Cinque-ports
"See was usually enriched with figures of animals; and our
r • • denomination freeze has a like origin",1,"was usually enriched with figures of animals; and our
r • • denomination freeze has a like origin"
See Stocks,1,Stocks
See Gassendi,1,Gassendi
See Carpinus,1,Carpinus
See Don,1,Don
See Qa,1,Qa
See Gums,1,Gums
See the articles Allygory,1,the articles Allygory
See Herald,1,Herald
"See what was said of the nature of interro
gation",1,"what was said of the nature of interro
gation"
See Urim and Thummim,1,Urim and Thummim
See Hedera,1,Hedera
See Erpetology,1,Erpetology
"See al
so HauusCx the Wind",1,"al
so HauusCx the Wind"
"See Botany
CHEPELIO",1,"Botany
CHEPELIO"
See Andes,1,Andes
See Aix-la-Chapelle,1,Aix-la-Chapelle
"See Arith
metic and Algebra",1,"Arith
metic and Algebra"
"See the figure
of all the different rods",1,"the figure
of all the different rods"
"See <To-
The second sort is a native of the same countries with iour-inak-
the first",1,"<To-
The second sort is a native of the same countries with iour-inak-
the first"
"See Anato-
My",1,"Anato-
My"
"See Meta-
PHYSIGS",1,"Meta-
PHYSIGS"
See G,1,G
See Farriery I/idex,1,Farriery I/idex
See Divination and Augury,1,Divination and Augury
See Babylon ; and Architecture,1,Babylon ; and Architecture
See Thane,1,Thane
See Bischop,1,Bischop
See Pargetting,1,Pargetting
See Remus and Romulus,1,Remus and Romulus
See Em- larly the affair of St Lustatius * as already mentioned,1,Em- larly the affair of St Lustatius * as already mentioned
See Niagara,1,Niagara
See Trigonella,1,Trigonella
"See the ar
ticle Legate",1,"the ar
ticle Legate"
See RoBINlA,1,RoBINlA
"See the examples annexed to the helmets represented
in fig",1,"the examples annexed to the helmets represented
in fig"
See Edinburgh,1,Edinburgh
See Amphiaraus),1,Amphiaraus)
"See Mam
malia",1,"Mam
malia"
"See Engros-'
SING",1,"Engros-'
SING"
"See Augsburg Con-
Jession",1,"Augsburg Con-
Jession"
See Excentricity,1,Excentricity
"See Clock and
Watch",1,"Clock and
Watch"
See Cashmire,1,Cashmire
See Aquatinta,1,Aquatinta
See Applause,1,Applause
See Elegy,1,Elegy
See N° 21,1,N° 21
"See Read
ing",1,"Read
ing"
"See the
Attainders may be reversed or falsified (i",1,"the
Attainders may be reversed or falsified (i"
See Theobroma,1,Theobroma
See examples lvi,1,examples lvi
"See ivinncir’s Geographi
cal Memoir of Persia",1,"ivinncir’s Geographi
cal Memoir of Persia"
See Baal-peor,1,Baal-peor
See Felts,1,Felts
"See the article
Game Laws",1,"the article
Game Laws"
See Flat and Sharp,1,Flat and Sharp
See Hetruria,1,Hetruria
See Mariner,1,Mariner
See MahomltAnism,1,MahomltAnism
See Outlawry,1,Outlawry
See Compass and Dialing,1,Compass and Dialing
See Blazoning,1,Blazoning
See tl1' “r le P,1,tl1' “r le P
"See Ophir
Thus the Indians continued for a long time unknown^ Tar~
to the western nations",1,"Ophir
Thus the Indians continued for a long time unknown^ Tar~
to the western nations"
See Fasting,1,Fasting
See Elephas,1,Elephas
"See Pkotestants and Re
formation",1,"Pkotestants and Re
formation"
See Gauntlope,1,Gauntlope
"See Gladia
tors War",1,"Gladia
tors War"
See also Cinnamon,1,also Cinnamon
See Bfe,1,Bfe
"See the arti
cle Law",1,"the arti
cle Law"
See Abracadabra,1,Abracadabra
See Clarification,1,Clarification
See N° 162,1,N° 162
See Betonica,1,Betonica
"See Ephe
mera",1,"Ephe
mera"
See Westmeith,1,Westmeith
See finr,1,finr
See Mullus,1,Mullus
See Classicum,1,Classicum
"See Per-
SPECTIVE",1,"Per-
SPECTIVE"
"See each of these articles
in the general alphabet",1,"each of these articles
in the general alphabet"
"See Po- ‘   ”
/ypus and
Jlcprcduc-
tion",1,"Po- ‘   ”
/ypus and
Jlcprcduc-
tion"
See Gladiolus,1,Gladiolus
See Simpson’s Fluxions,1,Simpson’s Fluxions
See Botany and Dyeing flagration became soon universal,1,Botany and Dyeing flagration became soon universal
See bHOOTlNG,1,bHOOTlNG
See Djemoniac,1,Djemoniac
"See further on this sub
ject the article Microscope",1,"further on this sub
ject the article Microscope"
See Centre,1,Centre
See Series,1,Series
See Injection,1,Injection
See Caterpillar,1,Caterpillar
See Sky,1,Sky
See Phalaris,1,Phalaris
See Filing,1,Filing
See Adman,1,Adman
See Exposing,1,Exposing
See the several articles,1,the several articles
See Swine-SroNE,1,Swine-SroNE
"See BataVorum
3 N 2 BATTALIA",1,"BataVorum
3 N 2 BATTALIA"
See his Works ahr,1,his Works ahr
"See Appendix to Ferguson’s
Lectures",1,"Appendix to Ferguson’s
Lectures"
"See Chemistry and Mate
ria",1,"Chemistry and Mate
ria"
See Buenos Ayres,1,Buenos Ayres
"See PERI
METER",1,"PERI
METER"
See Violin,1,Violin
See Quadrupeds,1,Quadrupeds
See Jelescope,1,Jelescope
See Hierapolis,1,Hierapolis
See sect,1,sect
See Ham,1,Ham
"See P*
led the duke to observe",1,"P*
led the duke to observe"
See Cannahis,1,Cannahis
See an account of the latest discoveries in Africa,1,an account of the latest discoveries in Africa
"See Encyclope
dia",1,"Encyclope
dia"
See GEE-Hound,1,GEE-Hound
"See Japa
NIPPERS",1,"Japa
NIPPERS"
"See Par
helia",1,"Par
helia"
See Funeral Rites,1,Funeral Rites
"See Ro-
jealousies which already prevailed between her andof
Elizabeth",1,"Ro-
jealousies which already prevailed between her andof
Elizabeth"
"See In*
The internal membrane of the ear is also subject toflanmatm
the same kind of thickening and contraction of the ca-°f the Mu
nal",1,"In*
The internal membrane of the ear is also subject toflanmatm
the same kind of thickening and contraction of the ca-°f the Mu
nal"
"See a re
cord to this purpose of Henry III",1,"a re
cord to this purpose of Henry III"
See TuRDUS,1,TuRDUS
See Equations,1,Equations
See Arsinoe,1,Arsinoe
See Montanist,1,Montanist
"See Provi
dence)",1,"Provi
dence)"
See Petrified Citiy),1,Petrified Citiy)
See Zoology,1,Zoology
See Buxus,1,Buxus
"See Dr Campbell's Translation
of the Gospels",1,"Dr Campbell's Translation
of the Gospels"
See DevisIl,1,DevisIl
See Dohonicum,1,Dohonicum
"See Hill of
Exchange",1,"Hill of
Exchange"
See Ofhiology Fufcina,1,Ofhiology Fufcina
See LARViE and Lemures,1,LARViE and Lemures
"See its recent progress descrined in the article Cot
ton Manufacture",1,"its recent progress descrined in the article Cot
ton Manufacture"
See Malva,1,Malva
"See Logic and Me
taphysics",1,"Logic and Me
taphysics"
See on this subject the authors above mentioned,1,on this subject the authors above mentioned
See Judicium Det,1,Judicium Det
See the wild waste of all devouring years ,1,the wild waste of all devouring years 
"See Description of Ventilators by Ste-
phen Hales",1,"Description of Ventilators by Ste-
phen Hales"
See Cross-Bow,1,Cross-Bow
See Exocoetus,1,Exocoetus
See Homicide,1,Homicide
See Herbert,1,Herbert
See Orpheus,1,Orpheus
See Fritillaria,1,Fritillaria
"See Scot
in the mean time",1,"Scot
in the mean time"
See Tunic and Eye,1,Tunic and Eye
See Mycteria,1,Mycteria
See Carabus,1,Carabus
"See Mammalia MamY
Manis",1,"Mammalia MamY
Manis"
See Comfosition,1,Comfosition
"See the article
Spaw",1,"the article
Spaw"
See Agate,1,Agate
See Itye,1,Itye
"See Chemistry ; and under Plati-
na",1,"Chemistry ; and under Plati-
na"
"See Car-
raccas",1,"Car-
raccas"
See SYNGNATHUS,1,SYNGNATHUS
"See Mi*
to have intimidated them than otherwise",1,"Mi*
to have intimidated them than otherwise"
"See Elec
tricity passim",1,"Elec
tricity passim"
See Ancient,1,Ancient
"See Moral
Philosophy",1,"Moral
Philosophy"
"See Calliony
mus",1,"Calliony
mus"
See Scarab;eus,1,Scarab;eus
See Betharamphtha,1,Betharamphtha
See Dionysius,1,Dionysius
See Happiness and Pleasure),1,Happiness and Pleasure)
See Grout,1,Grout
See how the golden groves around me smile,1,how the golden groves around me smile
See the articles Baking and Bread,1,the articles Baking and Bread
"See the
nal cases",1,"the
nal cases"
"See Iour-
He who appeared for the first time at a just",1,"Iour-
He who appeared for the first time at a just"
See Phoca’ \ Mammaliahidex,1,Phoca’ \ Mammaliahidex
"See Exercise and Words
of Command",1,"Exercise and Words
of Command"
"See the articles Will
and Testament",1,"the articles Will
and Testament"
See Surinam,1,Surinam
"See Imi
tation",1,"Imi
tation"
See Greenland and Hudson's Bay,1,Greenland and Hudson's Bay
See Donegal,1,Donegal
See Shield,1,Shield
See Theor 2,1,Theor 2
See Carey,1,Carey
See Euclid,1,Euclid
"See Law
things",1,"Law
things"
See Fusileers,1,Fusileers
See Hernhutters,1,Hernhutters
See Sequin,1,Sequin
See Bukharia,1,Bukharia
See Electrics and Electricity,1,Electrics and Electricity
"See Diop
trics",1,"Diop
trics"
"See Ichthyology In-
dex",1,"Ichthyology In-
dex"
See Cynara,1,Cynara
See Caoutchouk,1,Caoutchouk
See Bird and Ornithology,1,Bird and Ornithology
"See Re
tardation",1,"Re
tardation"
