,count,references
See Buttress,1,Buttress
"See Socratic
Philofophy",1,"Socratic
Philofophy"
See Pipes,1,Pipes
See Wreck,1,Wreck
See Hailing,1,Hailing
See Soc and Socage,1,Soc and Socage
See Bail,1,Bail
See Sterling and Penny-IVeight,1,Sterling and Penny-IVeight
See Counterpoint,1,Counterpoint
See Antiquities,1,Antiquities
See Chapel,1,Chapel
See the article Jury,1,the article Jury
See Saponaria,1,Saponaria
See alfo Oestrus,1,alfo Oestrus
See Condi,1,Condi
"See Courts qf Re
quests",1,"Courts qf Re
quests"
See Equations,1,Equations
See Anatomy and Medicine,1,Anatomy and Medicine
See Aberbrothic,1,Aberbrothic
See Indostan,1,Indostan
See Melody,1,Melody
See Injection,1,Injection
"See Imprison
ment",1,"Imprison
ment"
"See Bai/ena and j
Physeter",1,"Bai/ena and j
Physeter"
See Factorage,1,Factorage
See Ficos,1,Ficos
See Stone,1,Stone
See Manichees,1,Manichees
See Robert in his rebellion againft him *,1,Robert in his rebellion againft him *
"See the ex- lti0ll‘
ample LXVI",1,"the ex- lti0ll‘
ample LXVI"
See Burning WeH,1,Burning WeH
See Tare,1,Tare
See Sweden,1,Sweden
See London,1,London
See Defoliation,1,Defoliation
"See II
rica and the adjacent iflands",1,"II
rica and the adjacent iflands"
"See Cra-
place",1,"Cra-
place"
See Series,1,Series
See Marble,1,Marble
"See Elec-
bility",1,"Elec-
bility"
See Pedantry,1,Pedantry
"See (the ladex fubjoined to) Me
dicine",1,"(the ladex fubjoined to) Me
dicine"
"See the
examples",1,"the
examples"
See Centrifugal,1,Centrifugal
See Foot,1,Foot
"See Hijiory ^/""Print
ing",1,"Hijiory ^/""Print
ing"
See Chelone,1,Chelone
See Bale,1,Bale
"See Cl
ever after",1,"Cl
ever after"
See Caithness,1,Caithness
See Pious,1,Pious
See LaW,1,LaW
See the article Knight,1,the article Knight
"See Shef
field",1,"Shef
field"
"See Ana-
lomy",1,"Ana-
lomy"
"See Al
bugo in this Appendix",1,"Al
bugo in this Appendix"
See Yvica,1,Yvica
See Troglodytes,1,Troglodytes
See lcz-IJland,1,lcz-IJland
See Grinding,1,Grinding
"See Gallows-
—The word in French",1,"Gallows-
—The word in French"
See Inhaler,1,Inhaler
See LII,1,LII
See PAPfEto,1,PAPfEto
See Idiocy and Lunatic,1,Idiocy and Lunatic
See Whale* Fishery,1,Whale* Fishery
"See the articles
China and Egypt",1,"the articles
China and Egypt"
See Abrasax and Abrax,1,Abrasax and Abrax
See Flame and Ignition,1,Flame and Ignition
See ElAtine,1,ElAtine
"See De-
coftion",1,"De-
coftion"
"See the article
Trial",1,"the article
Trial"
"See Heat and
Thermometer",1,"Heat and
Thermometer"
See Chase and Forest,1,Chase and Forest
See Temperament,1,Temperament
See Iron,1,Iron
See Piper,1,Piper
See Withers,1,Withers
See Pediculus and Lice,1,Pediculus and Lice
See Ballad,1,Ballad
See Inter- a ^ou},1,Inter- a ^ou}
See Calcutta,1,Calcutta
"See further the article Ci-
micifuga",1,"further the article Ci-
micifuga"
"See Mate-
rations of it very grateful *",1,"Mate-
rations of it very grateful *"
See Sincopation,1,Sincopation
See Cotton,1,Cotton
See Caraite,1,Caraite
See Samarcand,1,Samarcand
See Grenada,1,Grenada
"See (Hijlory
of) Arabia",1,"(Hijlory
of) Arabia"
See Bones,1,Bones
See Honour,1,Honour
See Rope,1,Rope
See AJsculus,1,AJsculus
See Mez- tinto prints,1,Mez- tinto prints
See Psalms,1,Psalms
See Na,1,Na
"See alfo Air in this
Appendix",1,"alfo Air in this
Appendix"
"See Coiour-
Making",1,"Coiour-
Making"
See the whole procefs I,1,the whole procefs I
"See Congelation-
Under the articles",1,"Congelation-
Under the articles"
See Potamogeton,1,Potamogeton
"See Conic
mits the conjunctions in a fentence ; as in vent",1,"Conic
mits the conjunctions in a fentence ; as in vent"
See Presbyter,1,Presbyter
See Incense,1,Incense
See Hippocratic Face,1,Hippocratic Face
"See (Hijlory
of) Britain n° 127 etfeq",1,"(Hijlory
of) Britain n° 127 etfeq"
"See Or
dination",1,"Or
dination"
See the article Harp,1,the article Harp
See Accendones,1,Accendones
See Fermentation,1,Fermentation
"See the articles Knight and
Nobility",1,"the articles Knight and
Nobility"
See Colour Making,1,Colour Making
"See Aika-
abfolute degrees and phyfical premotion",1,"Aika-
abfolute degrees and phyfical premotion"
See Volant,1,Volant
See Ifr- than ufual *,1,Ifr- than ufual *
See Game,1,Game
See Rmn-^w,1,Rmn-^w
See Congelation,1,Congelation
See Cane,1,Cane
See (Hijlory of) Poland,1,(Hijlory of) Poland
See Junperus,1,Junperus
See To Abate,1,To Abate
See Stern,1,Stern
See Nidus,1,Nidus
"See thefe in their refpeftive ar
rangements",1,"thefe in their refpeftive ar
rangements"
See Medica,1,Medica
See Pholas,1,Pholas
See Compasses,1,Compasses
See Pecten,1,Pecten
See Chemistky,1,Chemistky
See Ca- Aaron Harifchon,1,Ca- Aaron Harifchon
"See Frot h-
fipit",1,"Frot h-
fipit"
See Linellula,1,Linellula
"See Divina
tion and Sacrifice",1,"Divina
tion and Sacrifice"
"See Acou
stics",1,"Acou
stics"
See the article Evaporation,1,the article Evaporation
See Azy- 5,1,Azy- 5
See Manila,1,Manila
See Algiabarii,1,Algiabarii
See Academv in the modern fenfe,1,Academv in the modern fenfe
See Muscicapa,1,Muscicapa
See Stews,1,Stews
See Backing,1,Backing
"See Funda-
ample I",1,"Funda-
ample I"
"See Fire
and Heat",1,"Fire
and Heat"
See Canjs,1,Canjs
See Chromatics and Optics,1,Chromatics and Optics
See Nardus,1,Nardus
See Stop,1,Stop
"See Declamation ; Read-
; and Oratory",1,"Declamation ; Read-
; and Oratory"
See Defeisance,1,Defeisance
"See be
low on Eleftricity",1,"be
low on Eleftricity"
See there $ xviii,1,there $ xviii
See Relation,1,Relation
See WHALE-Fj/fter^,1,WHALE-Fj/fter^
See the article Hedge,1,the article Hedge
"See Sacrifice and Lina
tion",1,"Sacrifice and Lina
tion"
See Hainault,1,Hainault
"See Den-
drachates",1,"Den-
drachates"
See Scarab^us,1,Scarab^us
See the article Boat,1,the article Boat
See Labdanum,1,Labdanum
See Lacer- ardsf,1,Lacer- ardsf
See Caulking,1,Caulking
See the article (George) Fo*,1,the article (George) Fo*
See jng * ,1,jng * 
"See In-
DIGOFERA",1,"In-
DIGOFERA"
See Tree,1,Tree
"See An»-
both by the church of Rome and of Geneva",1,"An»-
both by the church of Rome and of Geneva"
See Oox,1,Oox
See Bills,1,Bills
"See (Index
fubjoined to) Mejoicine",1,"(Index
fubjoined to) Mejoicine"
"See the article Infi-
Site",1,"the article Infi-
Site"
See Epidendrum,1,Epidendrum
See Balistes,1,Balistes
"See the article Hnes:
’Tis what the happy to the unhappy owe;
For what man gives",1,"the article Hnes:
’Tis what the happy to the unhappy owe;
For what man gives"
"See Lan-
ed from alpha and beta",1,"Lan-
ed from alpha and beta"
See Ruta,1,Ruta
See Mania,1,Mania
"See Var»
made with the freffl juice of the poifon-affl",1,"Var»
made with the freffl juice of the poifon-affl"
See (Hijlory of) Rome,1,(Hijlory of) Rome
"See Adas-
sonia and Baobab",1,"Adas-
sonia and Baobab"
"See Col
ons of Ihepherds",1,"Col
ons of Ihepherds"
See foot-ftalks,1,foot-ftalks
See Predestination,1,Predestination
"See Apoph
thegm",1,"Apoph
thegm"
See Smyrnium,1,Smyrnium
See the article Plant,1,the article Plant
See Lawsonia,1,Lawsonia
See Ch-ZErophyllum,1,Ch-ZErophyllum
See Artitlery,1,Artitlery
"See Hordeum ; and A-
GRICULTURE",1,"Hordeum ; and A-
GRICULTURE"
See N;evus,1,N;evus
See Valentia,1,Valentia
See Alchemilla,1,Alchemilla
"See the
article Air",1,"the
article Air"
See Rhodes and Malta,1,Rhodes and Malta
See the article Scythian Lamb,1,the article Scythian Lamb
"See Ifni-
Extraordinary Cafes c/'Burning",1,"Ifni-
Extraordinary Cafes c/'Burning"
See Hesperus,1,Hesperus
See Jet,1,Jet
"See ;
kept thefe birds alive for four months by the following to be druck to ms honour",1,";
kept thefe birds alive for four months by the following to be druck to ms honour"
See Amygdalus,1,Amygdalus
See Paper,1,Paper
See alfo Reed,1,alfo Reed
See Coryphena,1,Coryphena
See Category,1,Category
See Arisarum,1,Arisarum
See Churchill,1,Churchill
See Diomedea,1,Diomedea
"See Nitrous Acid
decompofed by Charcoal",1,"Nitrous Acid
decompofed by Charcoal"
See Geoffra:a,1,Geoffra:a
See the fecond Example following,1,the fecond Example following
"See the article Earth
quake",1,"the article Earth
quake"
"See the
are formed of it; and its utility as an ingredient in art>c!e
the preparation of gun-powder and fire-works is weH^ASTS*
known",1,"the
are formed of it; and its utility as an ingredient in art>c!e
the preparation of gun-powder and fire-works is weH^ASTS*
known"
See Berenice,1,Berenice
See Fistularia,1,Fistularia
See Rhyme,1,Rhyme
See Wol- the way*,1,Wol- the way*
See Veneti,1,Veneti
See Do- yij beneath the generator the fubdominant,1,Do- yij beneath the generator the fubdominant
See Oestrus,1,Oestrus
See alfo Logic,1,alfo Logic
"See Con-
which he finifhed under Domitian",1,"Con-
which he finifhed under Domitian"
"See Geometry^
SURVEYOR",1,"Geometry^
SURVEYOR"
See Albigenses,1,Albigenses
"See Ptolemy (Clau
dius)",1,"Ptolemy (Clau
dius)"
See very active m promoting the famous Rewonjlraticc,1,very active m promoting the famous Rewonjlraticc
See Chestree,1,Chestree
See Eclipse,1,Eclipse
See BuRYiNG-yiVn/e,1,BuRYiNG-yiVn/e
See Oath,1,Oath
See Bithvnia,1,Bithvnia
"See 'Bio-
go many hammerings before it become iron fit for the marh
fmith’s ufe",1,"'Bio-
go many hammerings before it become iron fit for the marh
fmith’s ufe"
See Elephas,1,Elephas
See Cohort,1,Cohort
"See Cy-
NARA",1,"Cy-
NARA"
"See Cm
ftrates that fluidity is not effentially inherent in mer-
cury more than in other bodies",1,"Cm
ftrates that fluidity is not effentially inherent in mer-
cury more than in other bodies"
See Chemistr(Y,1,Chemistr(Y
See Mori- therwife the lands,1,Mori- therwife the lands
See Burning,1,Burning
See C^sar,1,C^sar
"See the preceding ar
ticle",1,"the preceding ar
ticle"
"See Cohe*
powers to be only properties",1,"Cohe*
powers to be only properties"
"See Suri
GLANDERS",1,"Suri
GLANDERS"
See Astronomical Seftor,1,Astronomical Seftor
See Forfarshire,1,Forfarshire
See Rain,1,Rain
"See Hiaundo and Mu»
STELA",1,"Hiaundo and Mu»
STELA"
See Sovereignty,1,Sovereignty
See the article Gymnosophists,1,the article Gymnosophists
See Devil,1,Devil
See Phoenijc,1,Phoenijc
"See the defeription and drawings of a great variety
of
COR [ 9065 ] C U L
of fpecies belonging to each clafs",1,"the defeription and drawings of a great variety
of
COR [ 9065 ] C U L
of fpecies belonging to each clafs"
See Boom and Reef,1,Boom and Reef
See Accent,1,Accent
"See Moral
Pbilo/ofhy",1,"Moral
Pbilo/ofhy"
See Infiefted Rays,1,Infiefted Rays
See Excocoetus,1,Excocoetus
See Dijlil- &c,1,Dijlil- &c
"See the ar
ticle Trial",1,"the ar
ticle Trial"
"See the article
Pentagraph",1,"the article
Pentagraph"
"See (the Index fub-
fubjoined to) Medicine",1,"(the Index fub-
fubjoined to) Medicine"
See Enfans Perdus,1,Enfans Perdus
"See Misch-
DEW",1,"Misch-
DEW"
See Astronmy,1,Astronmy
See Hierachium,1,Hierachium
See Usher,1,Usher
See Lute,1,Lute
See there n° 53,1,there n° 53
See Asphaltum,1,Asphaltum
"See Indict
ment",1,"Indict
ment"
"See the article Vei^
dict",1,"the article Vei^
dict"
See the foregoing Procejfes,1,the foregoing Procejfes
See the article Gemma,1,the article Gemma
See Salmon * Fishery,1,Salmon * Fishery
"See Chemi-
toys of fmall value",1,"Chemi-
toys of fmall value"
See the ar-ahle parts in his body f,1,the ar-ahle parts in his body f
See Urim andThummim,1,Urim andThummim
"See Military States and Feodal
Syjiem",1,"Military States and Feodal
Syjiem"
"See Lenfe
BARGE (bargie",1,"Lenfe
BARGE (bargie"
See mufic and dancing; but this is now found to be falfe f,1,mufic and dancing; but this is now found to be falfe f
See the article Head,1,the article Head
See Lination,1,Lination
See Mech an ics,1,Mech an ics
See Cochin,1,Cochin
See Farm,1,Farm
"See Ord-
k A MCE",1,"Ord-
k A MCE"
See Cinnamomum,1,Cinnamomum
See Epsom-,1,Epsom-
See Parliament and Tax,1,Parliament and Tax
See Guild,1,Guild
See Chittrick,1,Chittrick
"See Fundamental and Ge
nerator",1,"Fundamental and Ge
nerator"
See alfo Mirror of Juf ices; where it is faid,1,alfo Mirror of Juf ices; where it is faid
See More,1,More
"See Propi
tiatory",1,"Propi
tiatory"
"See the article Possession
(Demoniacal)",1,"the article Possession
(Demoniacal)"
"See A-
CROSTIC
PENTvEDROSTYLA",1,"A-
CROSTIC
PENTvEDROSTYLA"
See Justice,1,Justice
See Inverted,1,Inverted
See Dial and Dialling,1,Dial and Dialling
See alfo Hazel,1,alfo Hazel
"See Bim-
ifland",1,"Bim-
ifland"
See Thistle,1,Thistle
See Battkry,1,Battkry
See Spur-Z/Vt,1,Spur-Z/Vt
"See Analo
gy",1,"Analo
gy"
See Corporation,1,Corporation
See DutchY-Co«r/,1,DutchY-Co«r/
See AJlc- putrified,1,AJlc- putrified
See Myosurus,1,Myosurus
See Stuv-Building,1,Stuv-Building
"See KU-
In early times the Ba6lrians differed little in their Tafan'
manners from the Nomades; and being near neigh
bours of the Scythians",1,"KU-
In early times the Ba6lrians differed little in their Tafan'
manners from the Nomades; and being near neigh
bours of the Scythians"
"See Phaf-
fachates",1,"Phaf-
fachates"
See Trees and Wood,1,Trees and Wood
See Fishing Line,1,Fishing Line
See Gaul and Rome,1,Gaul and Rome
See Model,1,Model
See Capias,1,Capias
See Tierra del Fuego,1,Tierra del Fuego
See Priest,1,Priest
See Cestus,1,Cestus
See Coal,1,Coal
See Dorsum,1,Dorsum
"See Go-
BIUS",1,"Go-
BIUS"
See LXII,1,LXII
See Pump,1,Pump
See Pandects,1,Pandects
See Turcoise,1,Turcoise
See Mariner,1,Mariner
See Hydrophobia,1,Hydrophobia
See n° clxxx,1,n° clxxx
See LXXVII and LXXIX,1,LXXVII and LXXIX
See Fount,1,Fount
See Hijlory ^Navigation,1,Hijlory ^Navigation
See Myrrhis,1,Myrrhis
"See Dta-
the magnet",1,"Dta-
the magnet"
See Nave,1,Nave
"See Eicc-
fyftem",1,"Eicc-
fyftem"
See Cupressus,1,Cupressus
See Fish-Ps;;*/,1,Fish-Ps;;*/
See Dragon,1,Dragon
See Mu's,1,Mu's
See the they operate on the human body *,1,the they operate on the human body *
"See the article House
hold",1,"the article House
hold"
See Augury,1,Augury
See Cathartics,1,Cathartics
"See Difl
diflbnant one with relation to the other",1,"Difl
diflbnant one with relation to the other"
See Petrifaction,1,Petrifaction
See Cajetan,1,Cajetan
"See the |
in Chriftendom",1,"the |
in Chriftendom"
See Ain- ALTIMETRY,1,Ain- ALTIMETRY
See Struth 1 o,1,Struth 1 o
See Marine Chair,1,Marine Chair
See Memoirss de l'Academic,1,Memoirss de l'Academic
"See the map of the New
KFHL; through the feveral points of interfedion",1,"the map of the New
KFHL; through the feveral points of interfedion"
"See Frjvgar
Strawberry-Tmv See Arbutus",1,"Frjvgar
Strawberry-Tmv Arbutus"
"See the Origin and Progrefs of Lan
guage",1,"the Origin and Progrefs of Lan
guage"
See Scots Law,1,Scots Law
See Polity,1,Polity
See Vine,1,Vine
See Chemi- weight from the air* : as a medium,1,Chemi- weight from the air* : as a medium
See Conge- as Dr Black’s experiments have undeniably proved f ; M,1,Conge- as Dr Black’s experiments have undeniably proved f ; M
"See Mate
ria Medica",1,"Mate
ria Medica"
See Pedicle,1,Pedicle
See Banda,1,Banda
See Draco,1,Draco
"See 3 dcfcription of the
eye and its adjacent parts",1,"3 dcfcription of the
eye and its adjacent parts"
See Pontus,1,Pontus
"See Coral-
io-ochaku
A G A [ 115 ] A G A
but underneath leafy like the common mufhrooms",1,"Coral-
io-ochaku
A G A [ 115 ] A G A
but underneath leafy like the common mufhrooms"
See Jesus Chrif,1,Jesus Chrif
"See Compaxative Ana
tomy",1,"Compaxative Ana
tomy"
See Atlantis,1,Atlantis
See Femineus Flos,1,Femineus Flos
"See £
tion to attend to the affairs of Ireland",1,"£
tion to attend to the affairs of Ireland"
See Cariophillus,1,Cariophillus
See Green-cloth,1,Green-cloth
See Scilla,1,Scilla
See Blazoning,1,Blazoning
See Mail,1,Mail
See Brutes,1,Brutes
See Cantata,1,Cantata
"See Alum Ores^
n° 173",1,"Alum Ores^
n° 173"
See Avignon,1,Avignon
See Plotting,1,Plotting
"See Geo*
grapky",1,"Geo*
grapky"
See Crescentia,1,Crescentia
See Ablactation,1,Ablactation
"See the article Bank- f|0n'
RUPT",1,"the article Bank- f|0n'
RUPT"
See Calix,1,Calix
See Ch 1 MNEY-Afowy,1,Ch 1 MNEY-Afowy
"See Hjematoxy-
lum",1,"Hjematoxy-
lum"
See Advanced Guard,1,Advanced Guard
See Genettes,1,Genettes
See Surgerv,1,Surgerv
See the article Insect,1,the article Insect
See Steam-jEV^//;?,1,Steam-jEV^//;?
"See Index fub-
~ “ joined to Medicine",1,"Index fub-
~ “ joined to Medicine"
See Age,1,Age
See Adrian IV,1,Adrian IV
"See the ar
ticle Trim",1,"the ar
ticle Trim"
See Cock,1,Cock
"See more on this fubjeCl under the article
Smoke",1,"more on this fubjeCl under the article
Smoke"
"See Di
anthus",1,"Di
anthus"
"See the
article Dial",1,"the
article Dial"
"See Anan
GAO [ 3178 ] GAR
Gang GANG-WAY",1,"Anan
GAO [ 3178 ] GAR
Gang GANG-WAY"
See Dionjea Mufcipula,1,Dionjea Mufcipula
See the article Foetus,1,the article Foetus
See Marcion,1,Marcion
"See Dia
mond",1,"Dia
mond"
See New Zealand,1,New Zealand
See Branchi/e,1,Branchi/e
"See Ex
tract",1,"Ex
tract"
See Tussilago,1,Tussilago
See Kebla,1,Kebla
See Caouchouk,1,Caouchouk
See Chronology,1,Chronology
See the articles Consonant,1,the articles Consonant
See Supporters,1,Supporters
See Che- tion *,1,Che- tion *
"See Mimosa and Diona:a
Mufcipula",1,"Mimosa and Diona:a
Mufcipula"
See Adrian,1,Adrian
See Dominant),1,Dominant)
See GAD-ity,1,GAD-ity
See Braidalbin,1,Braidalbin
"See As
tronomy",1,"As
tronomy"
"See the earth where Harun is to be ™
buried",1,"the earth where Harun is to be ™
buried"
"See Polygonum;
Rumex",1,"Polygonum;
Rumex"
See Adrian’s Wall,1,Adrian’s Wall
See Idolatry and Mythology,1,Idolatry and Mythology
See Gymn asium,1,Gymn asium
"See Furnace
and Glass",1,"Furnace
and Glass"
See Dipsacus,1,Dipsacus
See LXXVI,1,LXXVI
"See the articles Ab
straction aadGENUs^
General Warrant",1,"the articles Ab
straction aadGENUs^
General Warrant"
See Gran- grandeur and motion are confidered feparately *,1,Gran- grandeur and motion are confidered feparately *
See Chelidonium,1,Chelidonium
See Breeding of Fijh,1,Breeding of Fijh
See Duns,1,Duns
"See the article Swit
zerland",1,"the article Swit
zerland"
See < Upupa,1,< Upupa
See ¥>KG-Pipe,1,¥>KG-Pipe
See Mica,1,Mica
See Cicindela,1,Cicindela
See Evidence,1,Evidence
See Watch,1,Watch
See Chionanthus,1,Chionanthus
See Pollux,1,Pollux
"See Agaricum and Lyncuri-
um",1,"Agaricum and Lyncuri-
um"
"See his reafons in
fon promifed to wait",1,"his reafons in
fon promifed to wait"
See Piate CCCXV1I,1,Piate CCCXV1I
"See Arithmetic-
Subs tract 1 on",1,"Arithmetic-
Subs tract 1 on"
"See the principal procejfes by
•which thefe fubjlances are ext rafted from pyrites",1,"the principal procejfes by
•which thefe fubjlances are ext rafted from pyrites"
See Gal-lium,1,Gal-lium
See Asplenium,1,Asplenium
See Eryngium,1,Eryngium
See Gray,1,Gray
See Zarnich,1,Zarnich
See Manege,1,Manege
"See Corpo
ration",1,"Corpo
ration"
See Bankrupt,1,Bankrupt
"See their
the Britilh legiflature",1,"their
the Britilh legiflature"
See Tories,1,Tories
See Cichorjum,1,Cichorjum
See alfo Linen,1,alfo Linen
See the article Draining,1,the article Draining
See Lapis Specuhris,1,Lapis Specuhris
See Points and Punctuation,1,Points and Punctuation
"See the
article
Gran
deur and
Sublimity",1,"the
article
Gran
deur and
Sublimity"
"See Pale
stine",1,"Pale
stine"
"See Eschara
and Keratophyta",1,"Eschara
and Keratophyta"
See Broach,1,Broach
See Harleian Collett ion,1,Harleian Collett ion
"See the article Lauren
tius",1,"the article Lauren
tius"
"See Meta- ral copies of this poeip were handed about while it was
physics",1,"Meta- ral copies of this poeip were handed about while it was
physics"
See Cornus,1,Cornus
"See Polygo-
’greatly obliged to him",1,"Polygo-
’greatly obliged to him"
See Brute,1,Brute
"See Bolter*
[Bolton
oJI",1,"Bolter*
[Bolton
oJI"
See fylele,1,fylele
"See C7;e-
Some of the ancients reprefented the elements as no
corruptinle",1,"C7;e-
Some of the ancients reprefented the elements as no
corruptinle"
See Horn,1,Horn
See Violin,1,Violin
See Circus,1,Circus
See Money-T^/c,1,Money-T^/c
See Forficula,1,Forficula
See Cartes,1,Cartes
See Dean,1,Dean
See Fucos,1,Fucos
See Pinnated,1,Pinnated
"See Syra-
byMarcellus",1,"Syra-
byMarcellus"
See Phalangium,1,Phalangium
See Mercury,1,Mercury
See the article Milk,1,the article Milk
See Surgkry,1,Surgkry
See K1 n tv re ,1,K1 n tv re 
"See the articles Japanning and
Porcelain",1,"the articles Japanning and
Porcelain"
See Patent,1,Patent
See Di,1,Di
"See Folcland*
FOLLICULUS",1,"Folcland*
FOLLICULUS"
See Heeer and Jews,1,Heeer and Jews
See CANAt,1,CANAt
See Boat,1,Boat
See Sky,1,Sky
See Gentoos ia this Appen- virtue than by titles,1,Gentoos ia this Appen- virtue than by titles
"See Di-
Jlillation",1,"Di-
Jlillation"
"See the follow
ing article",1,"the follow
ing article"
See Table IX,1,Table IX
See South Sra,1,South Sra
See Similax,1,Similax
See Caveare,1,Caveare
See Mirabilis,1,Mirabilis
See Orobanche,1,Orobanche
See TeiTtonic Knights),1,TeiTtonic Knights)
See the article Troy,1,the article Troy
See Lothian,1,Lothian
See (hide* fubjoined to) Medicine,1,(hide* fubjoined to) Medicine
See n° 32,1,n° 32
See Palsy,1,Palsy
See Arran,1,Arran
See Ficus,1,Ficus
See Sympathetic Ink J,1,Sympathetic Ink J
See Servant,1,Servant
See the article Revenue,1,the article Revenue
See Taste,1,Taste
See Hirudo,1,Hirudo
See Colvmbu<,1,Colvmbu<
"See the
lor",1,"the
lor"
See Cannahis,1,Cannahis
"See Watzr
f See (hear
tide Piety",1,"Watzr
f (hear
tide Piety"
See ^Era,1,^Era
See Batchelor,1,Batchelor
"See the article
Trying",1,"the article
Trying"
"See the article Electri
city pajjim",1,"the article Electri
city pajjim"
See the ar- This Marfyas *,1,the ar- This Marfyas *
"See Al
kaline Spirits",1,"Al
kaline Spirits"
See Lee-way,1,Lee-way
See Inverkeithing,1,Inverkeithing
See Raphanus,1,Raphanus
"See the arti
cles",1,"the arti
cles"
See Sida,1,Sida
See Maritime State,1,Maritime State
See Cavaillok,1,Cavaillok
See MiDSHip-ivww,1,MiDSHip-ivww
See Cheating,1,Cheating
See alfo Buoy-rope,1,alfo Buoy-rope
See the articles Allegory,1,the articles Allegory
See Oyis,1,Oyis
See Rome n° 375,1,Rome n° 375
See Naval Tatties,1,Naval Tatties
See God and Trinity,1,God and Trinity
See Curtius,1,Curtius
See Ulcer,1,Ulcer
"See Amo-
mum ; ",1,"Amo-
mum ; "
See Armeniaca,1,Armeniaca
See the article Rights,1,the article Rights
See jlfo Virg,1,jlfo Virg
"See the
article Falconry",1,"the
article Falconry"
See Negroland,1,Negroland
See Novatus,1,Novatus
See Marine,1,Marine
See ’Brian- ancon,1,’Brian- ancon
See Bobbing and Sniggling,1,Bobbing and Sniggling
See Bandage,1,Bandage
"See Pelica-
NUS",1,"Pelica-
NUS"
See Coition,1,Coition
See Alphabet,1,Alphabet
See the article Funds,1,the article Funds
"See Gun
nery",1,"Gun
nery"
See Stone Ware,1,Stone Ware
See R'Epos in Rouffeau’s Mufical Dictionary,1,R'Epos in Rouffeau’s Mufical Dictionary
See Suit and Writ,1,Suit and Writ
"See alfo Sniv-Buildingy
Deck",1,"alfo Sniv-Buildingy
Deck"
"See Ren
tering",1,"Ren
tering"
See Dorstenia,1,Dorstenia
See Ides,1,Ides
See Ear-VJ&,1,Ear-VJ&
See the article Gland,1,the article Gland
See Macedonians,1,Macedonians
See Hereditary,1,Hereditary
See ftat,1,ftat
"See Car- -)
not prevent Marcellus from landing in'Sicily with a
formidable army",1,"Car- -)
not prevent Marcellus from landing in'Sicily with a
formidable army"
"See Ch arter-
Party",1,"Ch arter-
Party"
See Lazuli,1,Lazuli
See Fish-PW,1,Fish-PW
See Ostrea,1,Ostrea
See Paris,1,Paris
"See Experimental
Philofophy",1,"Experimental
Philofophy"
See Estray,1,Estray
See Hypermn£stra,1,Hypermn£stra
"See Carp
ind Cypri-
ms",1,"Carp
ind Cypri-
ms"
"See the article
Lustration",1,"the article
Lustration"
See Penny,1,Penny
See Abdera,1,Abdera
See A^uilegia,1,A^uilegia
"See the article
Senate",1,"the article
Senate"
"See Ship-
Building",1,"Ship-
Building"
See ^Etites,1,^Etites
"See the ar
tide Theffa-
1}",1,"the ar
tide Theffa-
1}"
See Ape,1,Ape
See Filanders,1,Filanders
See Anamelech,1,Anamelech
See Sur- tenfion of the parts which inveft that cavity *,1,Sur- tenfion of the parts which inveft that cavity *
See alfo Malcom's Dijfertation on Mufic,1,alfo Malcom's Dijfertation on Mufic
See Smalt:,1,Smalt:
See Defendant,1,Defendant
See Barbara,1,Barbara
See Arrest and Commitment,1,Arrest and Commitment
See Cleft,1,Cleft
See Steward,1,Steward
"See (the Index} fubjoin-
cd to Medicink",1,"(the Index} fubjoin-
cd to Medicink"
"See Maritime
Laws",1,"Maritime
Laws"
See Tin,1,Tin
See the article Isaiah,1,the article Isaiah
"See Adan-
ABB",1,"Adan-
ABB"
See Bromelia,1,Bromelia
See Clarification,1,Clarification
"See Vo-
that the cabinets of the curious are adorned with the^fiARTS>
portraits of the greateft men of all ages and all na-11 I3‘
tions ; that their memories",1,"Vo-
that the cabinets of the curious are adorned with the^fiARTS>
portraits of the greateft men of all ages and all na-11 I3‘
tions ; that their memories"
See Murder,1,Murder
"See the articles
Agistor",1,"the articles
Agistor"
"See Spaiiq
Thus the Romans attained to a height of power fu- mantia",1,"Spaiiq
Thus the Romans attained to a height of power fu- mantia"
See n° 74,1,n° 74
"See Exagge
ration",1,"Exagge
ration"
See Bog and Draining,1,Bog and Draining
See Elegy,1,Elegy
See Arundo and Bamboo,1,Arundo and Bamboo
See the ar- rally when the fquadrons and battalions are broken *,1,the ar- rally when the fquadrons and battalions are broken *
"See the ar
tide
Socrates",1,"the ar
tide
Socrates"
"See (the In
dex fubjoined to) Medicine",1,"(the In
dex fubjoined to) Medicine"
See Scepticism—The term at length reducing them to order,1,Scepticism—The term at length reducing them to order
See Ta:nia,1,Ta:nia
See the article Etching,1,the article Etching
See Yahn,1,Yahn
See Astronpmy,1,Astronpmy
See Artificial,1,Artificial
"See a far
ther",1,"a far
ther"
See Parish,1,Parish
"See Macula;; and
Astron",1,"Macula;; and
Astron"
See Mas Planta,1,Mas Planta
See Villen age,1,Villen age
See Colutjea,1,Colutjea
See Delst-IVare,1,Delst-IVare
See Exchequer,1,Exchequer
"See Print-
ING",1,"Print-
ING"
See Rectitude,1,Rectitude
See Parhelia,1,Parhelia
See Vale,1,Vale
See Citrus and Orange-tree,1,Citrus and Orange-tree
See Laer,1,Laer
See alfo YLwg's-Bench,1,alfo YLwg's-Bench
