,Unnamed: 0,Unnamed: 0.1,count,references
1919,1920,"See ^'opsi/cu/c? ^178""33 t*iermometer containing spirits of wine",1,"^'opsi/cu/c? ^178""33 t*iermometer containing spirits of wine"
1920,1921,"See High and
Tall",1,"High and
Tall"
1921,1922,See Ship-building,1,Ship-building
1922,1923,See last vol,1,last vol
1923,1924,See Jus Imaginis,1,Jus Imaginis
1943,1944,See Military Law,1,Military Law
1944,1945,See 1669,1,1669
1945,1946,See Chord,1,Chord
1946,1947,"See Les Remarques de Burette sur le Dialogue du Plu-
l ' tarque touchant la Musique",1,"Les Remarques de Burette sur le Dialogue du Plu-
l ' tarque touchant la Musique"
1965,1966,"See Appendix to the Report of
Commission on the Uni ersities and Colleges of Scotland",1,"Appendix to the Report of
Commission on the Uni ersities and Colleges of Scotland"
1966,1967,See Agricultural Survey of North Wales; Wynne’s History of Wales ; Aikin’s Tour in North Wales,1,Agricultural Survey of North Wales; Wynne’s History of Wales ; Aikin’s Tour in North Wales
1967,1968,See Abbe Dubois,1,Abbe Dubois
1968,1969,"See Transac
tions of the Society for Encouraging Arts",1,"Transac
tions of the Society for Encouraging Arts"
1969,1970,"See the Philosophical
Transactions for 1811",1,"the Philosophical
Transactions for 1811"
1970,1971,See the article Printing,1,the article Printing
1971,1972,See Henniker,1,Henniker
1972,1973,See Origin and Progress of Language,1,Origin and Progress of Language
1973,1974,"See the calculation of fx~dm
and fy2dm in this case in the article Precession",1,"the calculation of fx~dm
and fy2dm in this case in the article Precession"
1974,1975,See Gypsies,1,Gypsies
1975,1976,See Veneering,1,Veneering
1976,1977,See (hsemens Fossiles,1,(hsemens Fossiles
1977,1978,See Thompson,1,Thompson
1978,1979,See Rock Crystal,1,Rock Crystal
1979,1980,See Memoir of the late John Bacon,1,Memoir of the late John Bacon
1964,1965,See the article Agriculture,1,the article Agriculture
1963,1964,See Dr M‘Crie’s life of Melville,1,Dr M‘Crie’s life of Melville
1962,1963,See likewise Lesley’s History of Scotland,1,likewise Lesley’s History of Scotland
1953,1954,See Diana,1,Diana
1947,1948,"See however
'Lewis’s History of the Life and Sufferings of the reverend and learn^
f oi the last edition",1,"however
'Lewis’s History of the Life and Sufferings of the reverend and learn^
f oi the last edition"
1948,1949,See Wollaston’s Religion of Nature delineated,1,Wollaston’s Religion of Nature delineated
1949,1950,See the article Cerebrospinal of the Diction,1,the article Cerebrospinal of the Diction
1950,1951,See Portugal,1,Portugal
1951,1952,See various passages in Marsden’s edition of the Travels of Marco Polo,1,various passages in Marsden’s edition of the Travels of Marco Polo
1952,1953,See Naples,1,Naples
1954,1955,See also Biot,1,also Biot
1961,1962,See Magazine of Natural History,1,Magazine of Natural History
1955,1956,See Hastings' Trial,1,Hastings' Trial
1956,1957,See Bussorah,1,Bussorah
1957,1958,See Parallax,1,Parallax
1958,1959,See Babylonia,1,Babylonia
1959,1960,See description of fig,1,description of fig
1960,1961,See our articles Electricity,1,our articles Electricity
1758,1759,See Hat-making,1,Hat-making
1628,1629,See Rosycrucians,1,Rosycrucians
1756,1757,See Brindisi,1,Brindisi
1551,1552,See Hispaniola,1,Hispaniola
1553,1554,See also p,1,also p
1554,1555,See Owen’s Discourse concerning the Holy Spirit,1,Owen’s Discourse concerning the Holy Spirit
1555,1556,"See Mineralogy
PYRMONT",1,"Mineralogy
PYRMONT"
1556,1557,See Wavellite,1,Wavellite
1557,1558,See the article Entomology of this work,1,the article Entomology of this work
1558,1559,See Sea-Lights,1,Sea-Lights
1559,1560,"See So
ciety",1,"So
ciety"
1560,1561,"See likewise Dr Thomson’s Intro-
<ll’""t About the same period",1,"likewise Dr Thomson’s Intro-
<ll’""t About the same period"
1561,1562,See page 27,1,page 27
1562,1563,See Mirror and Optics,1,Mirror and Optics
1563,1564,See Grainger’s Observations on the Structure and Functions of the Spinal Chord,1,Grainger’s Observations on the Structure and Functions of the Spinal Chord
1564,1565,See Baker on the Microscope,1,Baker on the Microscope
1565,1566,"See Memoirs of Dutens
in the Gentleman s Magazine for 1812; Chalmers s Bio
graphical Dictionary; and Biographic Universelle",1,"Memoirs of Dutens
in the Gentleman s Magazine for 1812; Chalmers s Bio
graphical Dictionary; and Biographic Universelle"
1566,1567,"See Astronomy and Quad-
11 e Latl; rant",1,"Astronomy and Quad-
11 e Latl; rant"
1567,1568,See Rock crystal,1,Rock crystal
1552,1553,See Short Hand,1,Short Hand
1550,1551,See Dissertation First,1,Dissertation First
1532,1533,See Cryptogamia,1,Cryptogamia
1549,1550,See Climate,1,Climate
1534,1535,See Beaumont and Fletcher,1,Beaumont and Fletcher
1535,1536,See the account of the bridges formed of huge blocks of stone,1,the account of the bridges formed of huge blocks of stone
1536,1537,"See Mul
ler’s History and Antiquities of the Doric Race",1,"Mul
ler’s History and Antiquities of the Doric Race"
1537,1538,See Collins,1,Collins
1538,1539,See the article Drama,1,the article Drama
1539,1540,See his Anatoyny of mixtce),1,his Anatoyny of mixtce)
1540,1541,See Professor Playfair s Review of ,1,Professor Playfair s Review of 
1541,1542,See Sir David Brewster ’s Treatise on the Kaleidoscope,1,Sir David Brewster ’s Treatise on the Kaleidoscope
1542,1543,See fig- 9,1,fig- 9
1543,1544,See Almohedes,1,Almohedes
1544,1545,"See articles Abyssinia and
Africa",1,"articles Abyssinia and
Africa"
1545,1546,See Androides,1,Androides
1546,1547,See Groining,1,Groining
1547,1548,See Fifth Report of Select Committee,1,Fifth Report of Select Committee
1548,1549,"See Manning and Bray’s History of Surrey; Salmon’s
Antiquities of Surrey ; Stevenson’s View of the Agriculture
of Surrey; Lyson’s Environs of London",1,"Manning and Bray’s History of Surrey; Salmon’s
Antiquities of Surrey ; Stevenson’s View of the Agriculture
of Surrey; Lyson’s Environs of London"
1568,1569,"See Adolphus the
British Empire",1,"Adolphus the
British Empire"
1569,1570,"See what is said on this subject in the article
Pump",1,"what is said on this subject in the article
Pump"
1570,1571,See especially BecquereFs Traite de I’Elect,1,especially BecquereFs Traite de I’Elect
1571,1572,See Leucite,1,Leucite
1590,1591,See Vint to the Court of Sinde,1,Vint to the Court of Sinde
1591,1592,See a Monograph of the genus by Muller,1,a Monograph of the genus by Muller
1592,1593,"See Note
BB",1,"Note
BB"
1593,1594,See Columba,1,Columba
1594,1595,"See h
^ Gli
pn an
his fa
died
which
ite pr
1707",1,"h
^ Gli
pn an
his fa
died
which
ite pr
1707"
1595,1596,See article Stone-Masonry,1,article Stone-Masonry
1596,1597,"See a Codec-
i 10 two vols’ by the -Kev",1,"a Codec-
i 10 two vols’ by the -Kev"
1597,1598,See the articles Haddington and Dunbar,1,the articles Haddington and Dunbar
1598,1599,See Mini,1,Mini
1599,1600,See al,1,al
1600,1601,See likewise Dr Drake’s Mornings in Spring,1,likewise Dr Drake’s Mornings in Spring
1601,1602,See Epistle,1,Epistle
1602,1603,See Booton,1,Booton
1603,1604,"See chians
Vo s",1,"chians
Vo s"
1604,1605,See Park’s Travels,1,Park’s Travels
1589,1590,"See Poor
Laws",1,"Poor
Laws"
1588,1589,See Illuminating,1,Illuminating
1587,1588,See Moresque-Dances,1,Moresque-Dances
1578,1579,"See the article on the Law of Na
tions",1,"the article on the Law of Na
tions"
1572,1573,"See Du 334’ ^
990
ZOOPHYTES",1,"Du 334’ ^
990
ZOOPHYTES"
1573,1574,See Britton’s West,1,Britton’s West
1574,1575,See Vine and Wine,1,Vine and Wine
1575,1576,"See a further account of this cus-
rn ln Potter",1,"a further account of this cus-
rn ln Potter"
1576,1577,See his second letter to Madame Brinon,1,his second letter to Madame Brinon
1577,1578,See Volcano,1,Volcano
1579,1580,See the Commissioners’ Report,1,the Commissioners’ Report
1586,1587,See Asiatic Annual Register for 1800,1,Asiatic Annual Register for 1800
1580,1581,See Helmann,1,Helmann
1581,1582,"See Dock-Yards) ; a practice which
we have tardily adopted from the Swedes and the Vene
tians",1,"Dock-Yards) ; a practice which
we have tardily adopted from the Swedes and the Vene
tians"
1582,1583,See Mortmain,1,Mortmain
1583,1584,See a paper by Dr,1,a paper by Dr
1584,1585,"See England
and Parliament",1,"England
and Parliament"
1585,1586,See Supper of the Lord,1,Supper of the Lord
1533,1534,See the Life of Canova by Memes,1,the Life of Canova by Memes
1531,1532,See the section on Congelation,1,the section on Congelation
1606,1607,See Anduoides and Automaton,1,Anduoides and Automaton
1476,1477,See Klug’s Entomologische Monographien,1,Klug’s Entomologische Monographien
1478,1479,"See De
grees",1,"De
grees"
1479,1480,See the observations prefixed to the translation of Sj/allanzani's Tracts,1,the observations prefixed to the translation of Sj/allanzani's Tracts
1480,1481,See Grenada,1,Grenada
1481,1482,See Notes on West’s Pindar,1,Notes on West’s Pindar
1482,1483,See Nova Scotia,1,Nova Scotia
1483,1484,See Cashmere,1,Cashmere
1484,1485,"See an ad
mirable essay on the gun",1,"an ad
mirable essay on the gun"
1485,1486,See particularly Conviv,1,particularly Conviv
1486,1487,See that gentleman’s discourse,1,that gentleman’s discourse
1487,1488,"See of the Isles  447
2",1,"of the Isles  447
2"
1488,1489,See Iceland or Island,1,Iceland or Island
1489,1490,See Poisson’s Traite de Mecanique,1,Poisson’s Traite de Mecanique
1490,1491,"See also
Numeral Letters",1,"also
Numeral Letters"
1491,1492,See Orfa,1,Orfa
1492,1493,"See his Traite de Haute Composition Mu-
sicale",1,"his Traite de Haute Composition Mu-
sicale"
1477,1478,See a passage in the Wasps of Aristophanes,1,a passage in the Wasps of Aristophanes
1475,1476,See PI,1,PI
1530,1531,See of St,1,of St
1474,1475,"See of Rome exclusively; and decreed that no one should
for the future be honoured by the church as a saint with
out the express approbation of the pope",1,"of Rome exclusively; and decreed that no one should
for the future be honoured by the church as a saint with
out the express approbation of the pope"
1459,1460,See article Marines,1,article Marines
1460,1461,"See Extracts of Proceed-
f ",1,"Extracts of Proceed-
f "
1461,1462,"See France and
Spain",1,"France and
Spain"
1462,1463,"See Notes on
the Eastern -Shores of the Persian Gulf in 1828",1,"Notes on
the Eastern -Shores of the Persian Gulf in 1828"
1463,1464,See Jenyns’s British Vertebrate Animals,1,Jenyns’s British Vertebrate Animals
1464,1465,See Florence,1,Florence
1465,1466,See ^ Rcyorts of the,1,^ Rcyorts of the
1466,1467,See the article Carpentry,1,the article Carpentry
1467,1468,See Court of Arches,1,Court of Arches
1468,1469,See Probability,1,Probability
1469,1470,"See Reiner
6 This and the document next minted nro „„i",1,"Reiner
6 This and the document next minted nro „„i"
1470,1471,See Lord Valentia’s Travels,1,Lord Valentia’s Travels
1471,1472,See Tostatus,1,Tostatus
1472,1473,See the article Maine,1,the article Maine
1473,1474,See Lead-glance,1,Lead-glance
1493,1494,See Callisthenes,1,Callisthenes
1494,1495,See Juan Fernandes,1,Juan Fernandes
1495,1496,"See the
article Massachusetts",1,"the
article Massachusetts"
1496,1497,See also Neander’s Geschichtc dcr PJlanzung,1,also Neander’s Geschichtc dcr PJlanzung
1515,1516,"See Pseudo
prostyle",1,"Pseudo
prostyle"
1516,1517,See page 461,1,page 461
1517,1518,See Minutes of Evidence given before the Select Committee on India Affairs,1,Minutes of Evidence given before the Select Committee on India Affairs
1518,1519,"See Phosphorite^
Spermaceti",1,"Phosphorite^
Spermaceti"
1519,1520,See Lectures “ On the Relation between the Holy Scriptures and some parts of Geological Science,1,Lectures “ On the Relation between the Holy Scriptures and some parts of Geological Science
1520,1521,See Barometer,1,Barometer
1521,1522,See the note at the end of this Historical Introduction,1,the note at the end of this Historical Introduction
1522,1523,"See re-established
in the eternal city; and to this patriotic aspiration the
pope replied by appointing him canon of Lombez",1,"re-established
in the eternal city; and to this patriotic aspiration the
pope replied by appointing him canon of Lombez"
1523,1524,"See Lord King’s Life of John
Locke",1,"Lord King’s Life of John
Locke"
1524,1525,"See Bra-
MINS",1,"Bra-
MINS"
1525,1526,See Rio Janeiro,1,Rio Janeiro
1526,1527,See Ab^:,1,Ab^:
1527,1528,See page 376,1,page 376
1528,1529,See Nicholson’s Journal for 1800,1,Nicholson’s Journal for 1800
1529,1530,See Murviedro,1,Murviedro
1514,1515,See Aetius,1,Aetius
1513,1514,See Wine,1,Wine
1512,1513,See the original in the republication of Barbazan’s Fabliaux,1,the original in the republication of Barbazan’s Fabliaux
1503,1504,See Almucantars,1,Almucantars
1497,1498,See Compasses,1,Compasses
1498,1499,See § 96,1,§ 96
1499,1500,See Colombia,1,Colombia
1500,1501,See Ent,1,Ent
1501,1502,See Answers to the Interrogatories of Government,1,Answers to the Interrogatories of Government
1502,1503,See Dr Wotton’s ,1,Dr Wotton’s 
1504,1505,"See Playfair’s Memoir on the Origin and Inves
tigation of Porisms",1,"Playfair’s Memoir on the Origin and Inves
tigation of Porisms"
1511,1512,"See another example about the
middle of the andante in Haydn’s Symphony",1,"another example about the
middle of the andante in Haydn’s Symphony"
1505,1506,See Nepheline,1,Nepheline
1506,1507,See Mirror,1,Mirror
1507,1508,See Pricis,1,Pricis
1508,1509,See the article Marines,1,the article Marines
1509,1510,See Phillips and Sedgwick in Geol,1,Phillips and Sedgwick in Geol
1510,1511,See Nicotiana,1,Nicotiana
1605,1606,"See Pro
phecy",1,"Pro
phecy"
1607,1608,See Cupola,1,Cupola
1755,1756,"See Weights 11 ”
and Measures",1,"Weights 11 ”
and Measures"
1701,1702,See Strength of Materials,1,Strength of Materials
1703,1704,See his Account of the Arctic Regions,1,his Account of the Arctic Regions
1704,1705,"See like
wise the preface to Dr Wallis’s Grammatica Linguae Anglicanae",1,"like
wise the preface to Dr Wallis’s Grammatica Linguae Anglicanae"
1705,1706,See Becquerel’s Trait^,1,Becquerel’s Trait^
1706,1707,See La Scienza della Legislazione,1,La Scienza della Legislazione
1707,1708,See Memorandum on the Silver Coinage of 1817,1,Memorandum on the Silver Coinage of 1817
1708,1709,"See of Moray 1162
12",1,"of Moray 1162
12"
1709,1710,See Insurance,1,Insurance
1710,1711,"See Bar-
bary States",1,"Bar-
bary States"
1711,1712,See also Zool,1,also Zool
1712,1713,See l late CT^yLYIT,1,l late CT^yLYIT
1713,1714,See Heat,1,Heat
1714,1715,"See also Binliotheca Leopoldino-Laurentiana ; give Catalogus Manuscriptorum
qui jussu Petri Leopoldi in Laurentianam translati sunt",1,"also Binliotheca Leopoldino-Laurentiana ; give Catalogus Manuscriptorum
qui jussu Petri Leopoldi in Laurentianam translati sunt"
1715,1716,See Horne Tooke’s Diversions of Purlcy),1,Horne Tooke’s Diversions of Purlcy)
1716,1717,See on this subject our article Arch,1,on this subject our article Arch
1717,1718,See Trattato della Moneta,1,Trattato della Moneta
1702,1703,See Bronzite,1,Bronzite
1700,1701,See Botany Zwefer,1,Botany Zwefer
1682,1683,"See Folclands and
FOLCMOTE",1,"Folclands and
FOLCMOTE"
1699,1700,"See Drake’s Shak-
speare and his Times",1,"Drake’s Shak-
speare and his Times"
1684,1685,See Erp'tologie Glntrale,1,Erp'tologie Glntrale
1685,1686,See Draco,1,Draco
1686,1687,See Monk,1,Monk
1687,1688,See the writings of Kant and his followers,1,the writings of Kant and his followers
1688,1689,See Prisons,1,Prisons
1689,1690,See Jaghiredar,1,Jaghiredar
1690,1691,See Report,1,Report
1691,1692,"See the article
jEgina",1,"the article
jEgina"
1692,1693,See the lUgne Animal,1,the lUgne Animal
1693,1694,See an admirable essay on the genius of Hogarth,1,an admirable essay on the genius of Hogarth
1694,1695,See Physiognomie des Serpents (distrinution ge'ographique),1,Physiognomie des Serpents (distrinution ge'ographique)
1695,1696,See also his paper in the Transactions for 1834,1,also his paper in the Transactions for 1834
1696,1697,See Kirby’s Bridyew,1,Kirby’s Bridyew
1697,1698,"See t0 ^ ^ and aI1 the
Agenerf1]y thought to have been built by
frig""P \ °n-m;W t0^ugustus> from an inscription on the
neze of the portico",1,"t0 ^ ^ and aI1 the
Agenerf1]y thought to have been built by
frig""P \ °n-m;W t0^ugustus> from an inscription on the
neze of the portico"
1698,1699,See Massaniello,1,Massaniello
1718,1719,"See Augsburg Con
fession",1,"Augsburg Con
fession"
1719,1720,See The Principles of Human Knowledge,1,The Principles of Human Knowledge
1720,1721,See Tayf,1,Tayf
1721,1722,"See an admirable account of the Essai Philosophique sur les Probabilitfs (which is only an abstract of the large work by the same
author",1,"an admirable account of the Essai Philosophique sur les Probabilitfs (which is only an abstract of the large work by the same
author"
1740,1741,See Philosophical Transactions for 1794,1,Philosophical Transactions for 1794
1741,1742,See Hate CCXX,1,Hate CCXX
1742,1743,See a paper on this subject by Mr,1,a paper on this subject by Mr
1743,1744,"See Bridgman’s Legal Binliography ;
and Biographia Britannica",1,"Bridgman’s Legal Binliography ;
and Biographia Britannica"
1744,1745,See Syracuse,1,Syracuse
1745,1746,See Essai dOptique sur la Gradation de la Lumim,1,Essai dOptique sur la Gradation de la Lumim
1746,1747,See Commerce,1,Commerce
1747,1748,See Leitrim,1,Leitrim
1748,1749,See Barray,1,Barray
1749,1750,See an enumeration of offences treated by the English law as “ against the public police or economy,1,an enumeration of offences treated by the English law as “ against the public police or economy
1750,1751,"See the Statis-
pendicular height; vitrified forts on the hill of Craig tical Account of Scotland; Playfair’s Description of Scot-
Phadric",1,"the Statis-
pendicular height; vitrified forts on the hill of Craig tical Account of Scotland; Playfair’s Description of Scot-
Phadric"
1751,1752,See Mahommed,1,Mahommed
1752,1753,See also Life of Lord Hailes,1,also Life of Lord Hailes
1753,1754,See Galvanism,1,Galvanism
1754,1755,See Durham University Calendar for 1841,1,Durham University Calendar for 1841
1739,1740,See Gen,1,Gen
1738,1739,"See of Glasgow  560
4",1,"of Glasgow  560
4"
1737,1738,See Discord,1,Discord
1728,1729,See Suspension Bridges,1,Suspension Bridges
1722,1723,"See however Mr Finlay’s Scottish Historical and
Romantic Ballads",1,"however Mr Finlay’s Scottish Historical and
Romantic Ballads"
1723,1724,"See Fi-
gloomy and mysterious ideas",1,"Fi-
gloomy and mysterious ideas"
1724,1725,"See Law of Human
Mortality",1,"Law of Human
Mortality"
1725,1726,See Tabular View on the opposite page,1,Tabular View on the opposite page
1726,1727,See Holden’s Dissertation on the Fall of Man,1,Holden’s Dissertation on the Fall of Man
1727,1728,See Moneta contra Valdenses,1,Moneta contra Valdenses
1729,1730,See Madras,1,Madras
1736,1737,See Oddy’s European Commerce,1,Oddy’s European Commerce
1730,1731,See Lord Hailes’s Examination of some of the Arguments for the high Antiquity of Regiam Majestatem,1,Lord Hailes’s Examination of some of the Arguments for the high Antiquity of Regiam Majestatem
1731,1732,See Ambresbury,1,Ambresbury
1732,1733,"See Hume’s £ssay on the Populousness of Ancient
Nations",1,"Hume’s £ssay on the Populousness of Ancient
Nations"
1733,1734,See an Essay “ on the Equivocal Generation of Entozoa,1,an Essay “ on the Equivocal Generation of Entozoa
1734,1735,See James’s Essays,1,James’s Essays
1735,1736,See Plantation,1,Plantation
1683,1684,See Antiquities,1,Antiquities
1681,1682,See Band,1,Band
1608,1609,See Abacus,1,Abacus
1626,1627,See Crown,1,Crown
2056,2057,"See likewise Nicho 7
ks’s History of the County of Lancaster",1,"likewise Nicho 7
ks’s History of the County of Lancaster"
1629,1630,See Major Beamish’s Note to the passage in the Cavalry Tactics above quoted,1,Major Beamish’s Note to the passage in the Cavalry Tactics above quoted
1630,1631,See Arrete du 5 Brumaire,1,Arrete du 5 Brumaire
1631,1632,"See Wakefield’s Ireland; Barton’s Natural History
of Lough Neagh ; Coote’s Statistical Survey of Armagh ;
Shaw Mason’s Parochial Account of Ireland",1,"Wakefield’s Ireland; Barton’s Natural History
of Lough Neagh ; Coote’s Statistical Survey of Armagh ;
Shaw Mason’s Parochial Account of Ireland"
1632,1633,See Gunpowder,1,Gunpowder
1633,1634,"See a Memoir of Batteux on the Active Princi-
: I^e °f the Universe",1,"a Memoir of Batteux on the Active Princi-
: I^e °f the Universe"
1634,1635,See Leo of Modena,1,Leo of Modena
1635,1636,See Tournai,1,Tournai
1636,1637,See Coote’s Plan du Nouveau Canal d'Alexandria dit Mahmoudyeh,1,Coote’s Plan du Nouveau Canal d'Alexandria dit Mahmoudyeh
1637,1638,See Hypa;thros,1,Hypa;thros
1638,1639,See Turner’s Chemistry,1,Turner’s Chemistry
1639,1640,See also Lanch,1,also Lanch
1640,1641,See Basso-Relievo,1,Basso-Relievo
1641,1642,See the article Polar Seas,1,the article Polar Seas
1642,1643,"See Charto
phylax",1,"Charto
phylax"
1627,1628,See a paper by Mr,1,a paper by Mr
1625,1626,See Dr Pennecuik’s Poems,1,Dr Pennecuik’s Poems
1680,1681,"See Anncds of Phi
losophy",1,"Anncds of Phi
losophy"
1624,1625,See Maceregor,1,Maceregor
1609,1610,See Vespucci,1,Vespucci
1610,1611,See Dial,1,Dial
1611,1612,See also Biot’s Traiti de Physique,1,also Biot’s Traiti de Physique
1612,1613,See more particularly Considerations generates sur VAnatomic comparce des Animaux articults,1,more particularly Considerations generates sur VAnatomic comparce des Animaux articults
1613,1614,See Letter of the Secretary to the Court of Directors,1,Letter of the Secretary to the Court of Directors
1614,1615,See the article Russia,1,the article Russia
1615,1616,See also Thompson’s Zoological Researc tes,1,also Thompson’s Zoological Researc tes
1616,1617,See Raffles History of Java,1,Raffles History of Java
1617,1618,See also Monge,1,also Monge
1618,1619,"See Biogra
phic des Hommes Vivants",1,"Biogra
phic des Hommes Vivants"
1619,1620,See article Exchange,1,article Exchange
1620,1621,See article Ionian Isles,1,article Ionian Isles
1621,1622,See Instituts de Timour,1,Instituts de Timour
1622,1623,See this whole detail in Dr,1,this whole detail in Dr
1623,1624,"See Young’s Agricultural Survey of Sussex; Russell’s
10
S U T
Siitalury Description of Kent and Sussex; Gilpin’s Observations;
II Pennant’s Journey from London to the Isle of Wight;
landr* Beauties of England and Wales",1,"Young’s Agricultural Survey of Sussex; Russell’s
10
S U T
Siitalury Description of Kent and Sussex; Gilpin’s Observations;
II Pennant’s Journey from London to the Isle of Wight;
landr* Beauties of England and Wales"
1643,1644,"See Fourth Preliminary
180
RESISTANCE OF FLUIDS",1,"Fourth Preliminary
180
RESISTANCE OF FLUIDS"
1644,1645,See Ins Angl Sax,1,Ins Angl Sax
1645,1646,See Table No,1,Table No
1646,1647,See Macleay,1,Macleay
1665,1666,See Bambarra,1,Bambarra
1666,1667,See Bocchart’s Chanaan,1,Bocchart’s Chanaan
1667,1668,"See the arti
cle Marines",1,"the arti
cle Marines"
1668,1669,See Duchy,1,Duchy
1669,1670,See PM,1,PM
1670,1671,See Rostock’s Elementary System of Physiology,1,Rostock’s Elementary System of Physiology
1671,1672,See Guult,1,Guult
1672,1673,"See I
1
III
felt
£
''ij
vss
WATER-WORKS",1,"I
1
III
felt
£
''ij
vss
WATER-WORKS"
1673,1674,See Mair,1,Mair
1674,1675,"See Cyanite*
Dolomite",1,"Cyanite*
Dolomite"
1675,1676,See History of Astronomy,1,History of Astronomy
1676,1677,See Playhouse and Theatre,1,Playhouse and Theatre
1677,1678,See Parliamentary Papers for the year 1840; copy of any General Return of Emigration for the year 18^9,1,Parliamentary Papers for the year 1840; copy of any General Return of Emigration for the year 18^9
1678,1679,See likewise Rittershush Partitiones Juris eu ,1,likewise Rittershush Partitiones Juris eu 
1679,1680,See Papers relating to the Finances of India and China,1,Papers relating to the Finances of India and China
1664,1665,See Porcelain,1,Porcelain
1663,1664,See Aurungabad,1,Aurungabad
1662,1663,See also 11,1,also 11
1653,1654,See Boehmen,1,Boehmen
1647,1648,See Forest,1,Forest
1648,1649,"See Biogra
phic Universelle",1,"Biogra
phic Universelle"
1649,1650,See the article Africa of this work,1,the article Africa of this work
1650,1651,See Annals of the Lyceum df New York,1,Annals of the Lyceum df New York
1651,1652,"See Kincar
dineshire",1,"Kincar
dineshire"
1652,1653,See Polwhele’s History of Devon,1,Polwhele’s History of Devon
1654,1655,See the article Carthage,1,the article Carthage
1661,1662,"See Pa
tronage",1,"Pa
tronage"
1655,1656,See Boileau,1,Boileau
1656,1657,"See Cy-
- ^uncinotus",1,"Cy-
- ^uncinotus"
1657,1658,See Supplement to the Binliotheca Spenceriana,1,Supplement to the Binliotheca Spenceriana
1658,1659,"See Bauties of Scotland; Murray’s Literary History
VOL",1,"Bauties of Scotland; Murray’s Literary History
VOL"
1659,1660,See Serpents,1,Serpents
1660,1661,See Flamen,1,Flamen
2055,2056,See Borromeus,1,Borromeus
2184,2185,See part i,1,part i
2057,2058,"See Tytler on Courts-Martial; Adye on Courts-Mar
tial; and M‘Arthur on Courts-Martial",1,"Tytler on Courts-Martial; Adye on Courts-Mar
tial; and M‘Arthur on Courts-Martial"
2451,2452,See Leslie’s Geometry,1,Leslie’s Geometry
2453,2454,"See Chalmers’ Life of Ruddiman ; Periodical Press of
Great Britain ; Babylon the Great-",1,"Chalmers’ Life of Ruddiman ; Periodical Press of
Great Britain ; Babylon the Great-"
2454,2455,"See Dr Brewrster’s Account of some Phi
losophical Instruments",1,"Dr Brewrster’s Account of some Phi
losophical Instruments"
2455,2456,See Memoir on Active Volcanoes,1,Memoir on Active Volcanoes
2456,2457,See Khiva,1,Khiva
2457,2458,See Bossut,1,Bossut
2458,2459,See Bolivia,1,Bolivia
2459,2460,See the Case of Richard Arkwright & Co,1,the Case of Richard Arkwright & Co
2460,2461,See Sir Edward Lees’s evidence,1,Sir Edward Lees’s evidence
2461,2462,See the Edinburgh Transactions,1,the Edinburgh Transactions
2462,2463,See Sahara,1,Sahara
2463,2464,"See Paint
ing",1,"Paint
ing"
2464,2465,See Mensuration,1,Mensuration
2465,2466,See Automaton,1,Automaton
2466,2467,See a section of all these at fig,1,a section of all these at fig
2467,2468,See our articles Chemistry and Davy,1,our articles Chemistry and Davy
2452,2453,See Hatching,1,Hatching
2450,2451,See first,1,first
2432,2433,See the comirwuiication of one of the largest landed proprietors in the Roman States,1,the comirwuiication of one of the largest landed proprietors in the Roman States
2449,2450,See Gentleman's Magazine,1,Gentleman's Magazine
2434,2435,"See note to the term
Hexastyle",1,"note to the term
Hexastyle"
2435,2436,See the article Hindustan,1,the article Hindustan
2436,2437,"See Sab
bath",1,"Sab
bath"
2437,2438,See Ant^;,1,Ant^;
2438,2439,"See the article Cli
mate",1,"the article Cli
mate"
2439,2440,See the article China in this work,1,the article China in this work
2440,2441,See Wit,1,Wit
2441,2442,"See the Monthly No~
ticesotthe Royal Astronomical Society for May 1838)",1,"the Monthly No~
ticesotthe Royal Astronomical Society for May 1838)"
2442,2443,"See Erpetoloine
Genirale",1,"Erpetoloine
Genirale"
2443,2444,"See the
Notice sur les Economistes",1,"the
Notice sur les Economistes"
2444,2445,See also Drury,1,also Drury
2445,2446,See the ,1,the 
2446,2447,See Raccolta degl’ Editti,1,Raccolta degl’ Editti
2447,2448,See page 632,1,page 632
2448,2449,See Copyright,1,Copyright
2468,2469,See Kano,1,Kano
2469,2470,See the articles on these different shires,1,the articles on these different shires
2470,2471,See Sir John Herschel’s Treatise on Light,1,Sir John Herschel’s Treatise on Light
2471,2472,"See the articles Government and Le
gislation",1,"the articles Government and Le
gislation"
2490,2491,See Bayle,1,Bayle
2491,2492,See Barolitc,1,Barolitc
2492,2493,See Coining,1,Coining
2493,2494,See Crauford’s Journal of an Embassy to the Court of Ava in the year 1827,1,Crauford’s Journal of an Embassy to the Court of Ava in the year 1827
2494,2495,See Sir Francis Palgrave’s Introduction to the Ilotuli Curiae negis,1,Sir Francis Palgrave’s Introduction to the Ilotuli Curiae negis
2495,2496,See Note to Carus s Comparative Anatomy,1,Note to Carus s Comparative Anatomy
2496,2497,"See Cosin’s Scholastical History of the Canon of the Holy Scrip
ture",1,"Cosin’s Scholastical History of the Canon of the Holy Scrip
ture"
2497,2498,See the Letters (p,1,the Letters (p
2498,2499,See Monotriglyph,1,Monotriglyph
2499,2500,See Toleration,1,Toleration
2500,2501,See also Anmles dit Mus,1,also Anmles dit Mus
2501,2502,See Hegemone,1,Hegemone
