,count,references
See parliamentary papers,1,parliamentary papers
See Aristocles apud Euseh,1,Aristocles apud Euseh
"See Dr George
Wilson’s interesting volume On Colour Blindness",1,"Dr George
Wilson’s interesting volume On Colour Blindness"
See Chalcis,1,Chalcis
See Memoirs,1,Memoirs
See the quotations in Lipsius,1,the quotations in Lipsius
See Francis,1,Francis
See Dr West’s “ Discourse on Reserve,1,Dr West’s “ Discourse on Reserve
See Foliations,1,Foliations
See the article France,1,the article France
See Akius),1,Akius)
"See Car
thusians",1,"Car
thusians"
See Guinea,1,Guinea
See Edwards On Original Sin,1,Edwards On Original Sin
See Hermit,1,Hermit
See Adelsberg,1,Adelsberg
See Baster,1,Baster
See Royal Geo,1,Royal Geo
See Cape Breton,1,Cape Breton
See Addison’s Knights Tepnplars,1,Addison’s Knights Tepnplars
See Ottle v’s Inquiry into the Origin and early History of Engraving,1,Ottle v’s Inquiry into the Origin and early History of Engraving
See Erp'ttologie Generate tom,1,Erp'ttologie Generate tom
See Allegri,1,Allegri
See Ki Islands,1,Ki Islands
See Treatise on New Philosophical Instruments,1,Treatise on New Philosophical Instruments
See Regifugium,1,Regifugium
See also De Morgan’s work,1,also De Morgan’s work
See Thucyd,1,Thucyd
"See especially his Institutio Theological)
233
On descending to the philosophy of the middle age",1,"especially his Institutio Theological)
233
On descending to the philosophy of the middle age"
See Spinning,1,Spinning
See Vasari’s Painters,1,Vasari’s Painters
See also Part ii,1,also Part ii
See Afium,1,Afium
See The Bhagavad-Gitd,1,The Bhagavad-Gitd
See Harmodius,1,Harmodius
See Masonry,1,Masonry
See San Salvador,1,San Salvador
"See Miss Martineau’s Society in America?)
LYNN",1,"Miss Martineau’s Society in America?)
LYNN"
See Kiesewetter Hist,1,Kiesewetter Hist
"See Robertson’s His
tory of Charles V",1,"Robertson’s His
tory of Charles V"
See Damascus,1,Damascus
"See a paper by Francis Newman in the
Appendix to Prichard’s Physical History of Man",1,"a paper by Francis Newman in the
Appendix to Prichard’s Physical History of Man"
See Zealand,1,Zealand
See Catagrapha,1,Catagrapha
See Joinery,1,Joinery
See this tenet defended at length in Watson’s Theological Institutes,1,this tenet defended at length in Watson’s Theological Institutes
"See the arti
cle Bee",1,"the arti
cle Bee"
See however the remarks of Francis Junius,1,however the remarks of Francis Junius
See Fust,1,Fust
"See Che
mistry and Mineralogy",1,"Che
mistry and Mineralogy"
See Livy,1,Livy
"See Por
ticos and Portico",1,"Por
ticos and Portico"
See some admirable remarks on this subject by Gray,1,some admirable remarks on this subject by Gray
"See also the two following works :—Synoptische Uebersicht der Ringehvurmer oder Anneliden; Naeh
Cuvier's Classification",1,"also the two following works :—Synoptische Uebersicht der Ringehvurmer oder Anneliden; Naeh
Cuvier's Classification"
See Carthage and Syracuse,1,Carthage and Syracuse
"See Reimann’s
Historia Atheismi",1,"Reimann’s
Historia Atheismi"
See also the Account of the Skerryvore Lighthouse,1,also the Account of the Skerryvore Lighthouse
See Guizot’s Lectures on European Civilisation,1,Guizot’s Lectures on European Civilisation
"See Worsaae’s Scandinavian Anti-
quities",1,"Worsaae’s Scandinavian Anti-
quities"
See Brazil,1,Brazil
See Davidson’s Philosophia Fyrotechnica,1,Davidson’s Philosophia Fyrotechnica
See Economists,1,Economists
See Kenrick’s Phcenicia z Bochart,1,Kenrick’s Phcenicia z Bochart
See likewise Mr Salt’s Essay on /> Young and If,1,likewise Mr Salt’s Essay on /> Young and If
See Mazarron,1,Mazarron
See Edinburgh Journal of Science,1,Edinburgh Journal of Science
See Truck,1,Truck
See Abandonment),1,Abandonment)
See Scoresby’s Arctic Pegions,1,Scoresby’s Arctic Pegions
See Graces,1,Graces
See Inderabia,1,Inderabia
"See likewise Nicolai Nancelii
Analogia Microcosmi ad Macrocosmon",1,"likewise Nicolai Nancelii
Analogia Microcosmi ad Macrocosmon"
See Parliament',1,Parliament'
See Excise,1,Excise
"See the calculation of fx-dm
and fy2dm in this case in the article Precession",1,"the calculation of fx-dm
and fy2dm in this case in the article Precession"
"See the
article Navarre",1,"the
article Navarre"
"See also a very clear explanation of this subject in Ronald’s and
Richardson’s Chemical Technology",1,"also a very clear explanation of this subject in Ronald’s and
Richardson’s Chemical Technology"
See Mordaunt,1,Mordaunt
See Memoirs of the Royal Irish Academy 1835,1,Memoirs of the Royal Irish Academy 1835
See also a sumraai7 of Spallanzani’s experiments in Griffith’s Cuvier,1,also a sumraai7 of Spallanzani’s experiments in Griffith’s Cuvier
See Planetary Machines,1,Planetary Machines
See Ordination,1,Ordination
See Crauford s Journal of an Embassy to the Court of Ava in the year 1827,1,Crauford s Journal of an Embassy to the Court of Ava in the year 1827
See articles Colliery and Coal Trade,1,articles Colliery and Coal Trade
See Longitude,1,Longitude
See Dom,1,Dom
See the preface to Mr Cory’s Ancient Fragments of the Phoenician,1,the preface to Mr Cory’s Ancient Fragments of the Phoenician
See Mezzotinto,1,Mezzotinto
"See likewise the same author’s P?-incipj di Scienza nuova
d'intorno alia comune Natura del/e Naziont",1,"likewise the same author’s P?-incipj di Scienza nuova
d'intorno alia comune Natura del/e Naziont"
See his Tractatus Politicus,1,his Tractatus Politicus
"See Dm Agrippina
Cassius; Appianus; Suetonius; Velleius Paterculus; Fer- II
gusson’s R",1,"Dm Agrippina
Cassius; Appianus; Suetonius; Velleius Paterculus; Fer- II
gusson’s R"
See Cold,1,Cold
"See Turner’s Anglo-Saxons; and
Palgrave’s Rise",1,"Turner’s Anglo-Saxons; and
Palgrave’s Rise"
See Hor,1,Hor
See Planting; Timber; Strength of Materials,1,Planting; Timber; Strength of Materials
"See the striking passage of Cicero in his Z>e Republica iii <>3
long preserved only as a fragment by Lactantius",1,"the striking passage of Cicero in his Z>e Republica iii <>3
long preserved only as a fragment by Lactantius"
See extracts from the information received by the commissioners of enquiry into the poor-laws,1,extracts from the information received by the commissioners of enquiry into the poor-laws
"See also the disserta
tions of Mosheim",1,"also the disserta
tions of Mosheim"
See Regtie Animal,1,Regtie Animal
"See the
a M'Culloch’s edition",1,"the
a M'Culloch’s edition"
"See likewise Dr Wallace’s
Dissertation on the Numbers of Mankind in antient and modern Times",1,"likewise Dr Wallace’s
Dissertation on the Numbers of Mankind in antient and modern Times"
"See the figure opposite the left hand in
fig",1,"the figure opposite the left hand in
fig"
See Hellanodica:,1,Hellanodica:
See Die Prritorishen Edicte der Prague,1,Die Prritorishen Edicte der Prague
See his very judicious tract,1,his very judicious tract
See Carmentalia,1,Carmentalia
See Abulfazl,1,Abulfazl
See Pandora,1,Pandora
See Council,1,Council
See Hermes,1,Hermes
"See Me
moirs de l’Academic des Sciences de Paris",1,"Me
moirs de l’Academic des Sciences de Paris"
See Niebuhr’s History of Rome,1,Niebuhr’s History of Rome
See Senate,1,Senate
See Klausthal,1,Klausthal
See Preface to the Book of Common Prayer,1,Preface to the Book of Common Prayer
See Felazquez and his Works,1,Felazquez and his Works
See the articles Denmark,1,the articles Denmark
See Estremadura,1,Estremadura
See Cipher,1,Cipher
See also Memoires de 1’Acad,1,also Memoires de 1’Acad
See Glycerine),1,Glycerine)
See Elements of Political Economy,1,Elements of Political Economy
See Rumili,1,Rumili
"See Lord Campbell’s Lives of the Chief Justices
of England",1,"Lord Campbell’s Lives of the Chief Justices
of England"
See Delambre’s Histoire de VAstronomic,1,Delambre’s Histoire de VAstronomic
See the article Microscope,1,the article Microscope
See Kolaba,1,Kolaba
See Abbreviations),1,Abbreviations)
See Acolyte,1,Acolyte
See Herder’s Geist der Ebr,1,Herder’s Geist der Ebr
"See Noble
and Gentle Men of England",1,"Noble
and Gentle Men of England"
"See Ammianus Marcellinus; Priscus; Ginbon;
De Guignes’ Histoire des Huns ; Neumann’s Die Volker
des Siidichen Russlands ; and R",1,"Ammianus Marcellinus; Priscus; Ginbon;
De Guignes’ Histoire des Huns ; Neumann’s Die Volker
des Siidichen Russlands ; and R"
See Glass-Making,1,Glass-Making
"See Geometry ;
Definitions",1,"Geometry ;
Definitions"
See Caliga,1,Caliga
See Painting; and Arts,1,Painting; and Arts
See Befort,1,Befort
See Philadelphia,1,Philadelphia
See also Ballista,1,also Ballista
See Garter,1,Garter
See Anstis,1,Anstis
See Equites,1,Equites
See Carter’s Etchir^s fo1 0Wins entrv’ “t0 H- de St Albans,1,Carter’s Etchir^s fo1 0Wins entrv’ “t0 H- de St Albans
See Hanseatic League,1,Hanseatic League
See Kattywar,1,Kattywar
"See Christison “ 0?i
Poisons” and Pharmacopoeia Edin",1,"Christison “ 0?i
Poisons” and Pharmacopoeia Edin"
See Theoetet,1,Theoetet
See Cockburn Thomson s Bhagavad-Gxta,1,Cockburn Thomson s Bhagavad-Gxta
See Reggio,1,Reggio
"See De Joanne Cassiano
Massiliensi",1,"De Joanne Cassiano
Massiliensi"
See Epicurean Philosophy,1,Epicurean Philosophy
"See a y
Elements of Physiology",1,"a y
Elements of Physiology"
See Ossem,1,Ossem
See also the case of Law v,1,also the case of Law v
See Audeus,1,Audeus
See Anobium,1,Anobium
See Bir,1,Bir
See liogniat,1,liogniat
See Denham’s Travels,1,Denham’s Travels
See North-Western Provinces,1,North-Western Provinces
"See Creation
and Geology",1,"Creation
and Geology"
See Horticulture; Planting; Timber,1,Horticulture; Planting; Timber
See especially Epist,1,especially Epist
See Brama,1,Brama
"See Mann’s Reports on Census Returns for Religious Worship in England and Scotland; Congregational \ear Book for 1856; Bairds
Religion in America",1,"Mann’s Reports on Census Returns for Religious Worship in England and Scotland; Congregational \ear Book for 1856; Bairds
Religion in America"
See Second Report on Meteorology,1,Second Report on Meteorology
"See Ticknor’s
Sp",1,"Ticknor’s
Sp"
See Bishop Butler’s Sermon On the Ignorance of Man,1,Bishop Butler’s Sermon On the Ignorance of Man
"See Ionian Islands and Leu-
CADIA",1,"Ionian Islands and Leu-
CADIA"
See acts 10th and 11th Viet,1,acts 10th and 11th Viet
"See Cy-
mindis uncinatus",1,"Cy-
mindis uncinatus"
See Barometer and HYDRODYNAMICS,1,Barometer and HYDRODYNAMICS
See Numantia,1,Numantia
See Ambassador; Diplomacy,1,Ambassador; Diplomacy
See Red Sea,1,Red Sea
See A,1,A
See the Photographic Journal,1,the Photographic Journal
See Horne Tooke’s Diversions of Parley),1,Horne Tooke’s Diversions of Parley)
"See Bute
shire",1,"Bute
shire"
See ° Scales of the body hard and firm,1,° Scales of the body hard and firm
See Zoologie de la Bonite,1,Zoologie de la Bonite
See Account of Major Mitchell’s Expedition into the Interior of Australasia,1,Account of Major Mitchell’s Expedition into the Interior of Australasia
See Second Dissertation,1,Second Dissertation
See Zanetti,1,Zanetti
See W ilson s Vxshnu-Puranas,1,W ilson s Vxshnu-Puranas
See preceding article,1,preceding article
See a Monograph of the Chrysides,1,a Monograph of the Chrysides
See Bion,1,Bion
See Minorca,1,Minorca
See Comum,1,Comum
See of St Andrews,1,of St Andrews
See Eugubian Tables,1,Eugubian Tables
"See his
Memoir of 1817",1,"his
Memoir of 1817"
See Kemaon,1,Kemaon
See Luther,1,Luther
See Ostracism,1,Ostracism
See Connaissance des Terns for 1816,1,Connaissance des Terns for 1816
See Elements of the Philosophy of the Human Mind,1,Elements of the Philosophy of the Human Mind
See the same illustrious writer’s Historia Gotthorum,1,the same illustrious writer’s Historia Gotthorum
See Note LD,1,Note LD
See Tipoldo,1,Tipoldo
See a very curious fragment of a Greco-Egyptian work on magic edited by Mr Goodwin,1,a very curious fragment of a Greco-Egyptian work on magic edited by Mr Goodwin
See Note TT,1,Note TT
See Report on the Law of Settlement and Removal,1,Report on the Law of Settlement and Removal
"See the Baron de Grimm’s Correspondance Litteraire
for some interesting notices of Mozart in his boyhood ; the
Honourable Dailies Barrington’s notice of Mozart in the
Philosophical Transactions",1,"the Baron de Grimm’s Correspondance Litteraire
for some interesting notices of Mozart in his boyhood ; the
Honourable Dailies Barrington’s notice of Mozart in the
Philosophical Transactions"
See Thirlwall’s Hist,1,Thirlwall’s Hist
"See the French
Encyclopedic—pi anch es",1,"the French
Encyclopedic—pi anch es"
"See Burning!
Glasses",1,"Burning!
Glasses"
"See Coinage ; also Weights and
Measures",1,"Coinage ; also Weights and
Measures"
See the criticisms of Reid,1,the criticisms of Reid
"See Life of Reaumur
by Cuvier",1,"Life of Reaumur
by Cuvier"
See Rostrum,1,Rostrum
See Mr Pusey’s Report on Implements,1,Mr Pusey’s Report on Implements
"See his Life by David
Durand",1,"his Life by David
Durand"
See Mountains,1,Mountains
See Temminck and Muller,1,Temminck and Muller
See also Corioli,1,also Corioli
See Cruise's Voyage; New Zealanders—Lin,1,Cruise's Voyage; New Zealanders—Lin
See Dr Ferriar’s Illustrations of Sterne,1,Dr Ferriar’s Illustrations of Sterne
See Revelation,1,Revelation
See Quarterly Review,1,Quarterly Review
See Peristyle,1,Peristyle
See Interamna,1,Interamna
See Annaks des Sciences Nat,1,Annaks des Sciences Nat
See Weighing-Machines,1,Weighing-Machines
See Porter’s Handbook,1,Porter’s Handbook
See Blue,1,Blue
See Materia Medica,1,Materia Medica
"See Dry
Rot",1,"Dry
Rot"
"See Mine
ralogy",1,"Mine
ralogy"
See Navt,1,Navt
See also Dwight’s Theology,1,also Dwight’s Theology
See bupp,1,bupp
"See Sir William Napier’s History
of the Peninsular War",1,"Sir William Napier’s History
of the Peninsular War"
See a most interesting account of Galileo’s taste for poetry and polite literature in Ginguend,1,a most interesting account of Galileo’s taste for poetry and polite literature in Ginguend
See Pkinting,1,Pkinting
"See Notes on West's Pindar-
4 De Republica",1,"Notes on West's Pindar-
4 De Republica"
See Letter written by Galileo from Aeastri,1,Letter written by Galileo from Aeastri
See Treatise on the Stereoscope,1,Treatise on the Stereoscope
"See the Notes of Mosheimon his Latin Version of Cudworth’s
Intellectual System",1,"the Notes of Mosheimon his Latin Version of Cudworth’s
Intellectual System"
See Marshall on Insurance,1,Marshall on Insurance
See The History of Four-footed Beasts and Serpents,1,The History of Four-footed Beasts and Serpents
See Grant’s History of Astronomy,1,Grant’s History of Astronomy
"See Chambers’s Biographical Dic
tionary of Distinguished Scotsmen",1,"Chambers’s Biographical Dic
tionary of Distinguished Scotsmen"
"See Ockley’s Saracens; Ginbon’s History;
Planck’s Dissertatio de Omaro Chalifa",1,"Ockley’s Saracens; Ginbon’s History;
Planck’s Dissertatio de Omaro Chalifa"
"See how
they run!” The dying hero asked with some emotion",1,"how
they run!” The dying hero asked with some emotion"
See also the work of an anonymous author,1,also the work of an anonymous author
See Note MM,1,Note MM
See General Sabine’s Charts in Phil,1,General Sabine’s Charts in Phil
"See also
Philosoph",1,"also
Philosoph"
See Roof,1,Roof
See Parchment,1,Parchment
See also Raumer’s Palastina,1,also Raumer’s Palastina
See Zool,1,Zool
"See the solutions ol these three mathematicians in the Commentary of'Le Seur and Jacquier on the third book of the
Principia",1,"the solutions ol these three mathematicians in the Commentary of'Le Seur and Jacquier on the third book of the
Principia"
"See Drake s Shak-
speare and his Times",1,"Drake s Shak-
speare and his Times"
See Table on next page,1,Table on next page
See Evidence,1,Evidence
"See Civil Engineer
and Architects' Journal",1,"Civil Engineer
and Architects' Journal"
See Stereobate,1,Stereobate
See Geological Map of Scotland,1,Geological Map of Scotland
"See Cun
ningham’s Lives of British Painters",1,"Cun
ningham’s Lives of British Painters"
"See Michael Angelo Buona-
ROTTI",1,"Michael Angelo Buona-
ROTTI"
See Blowing Machines,1,Blowing Machines
See Servius,1,Servius
See Note B,1,Note B
See a paper entitled “a Revision of the Equidce ” in in,1,a paper entitled “a Revision of the Equidce ” in in
See tables annexed to the act 55 Geo,1,tables annexed to the act 55 Geo
See also Atti Accademici Catania,1,also Atti Accademici Catania
See (Euvres de Malherbe,1,(Euvres de Malherbe
See Phatthon,1,Phatthon
See Mineralogy*,1,Mineralogy*
See TImilius,1,TImilius
"See Arundelian Mar
bles",1,"Arundelian Mar
bles"
"See the dis
sertation on the life of Menander affixed to Meineke’s Me-
nandri et Philemonis Reliquice",1,"the dis
sertation on the life of Menander affixed to Meineke’s Me-
nandri et Philemonis Reliquice"
See Anna Ivanovna,1,Anna Ivanovna
"See Dr Mason’s
orks",1,"Dr Mason’s
orks"
See also Polyb,1,also Polyb
See Parent,1,Parent
See Nominalism and Realism,1,Nominalism and Realism
See Kendal,1,Kendal
"See De-
lambre",1,"De-
lambre"
See Fencing,1,Fencing
"See the article Ho
mer",1,"the article Ho
mer"
"See Fletcher’s Lec
tures on the Principles and Institutions of the Romish Church",1,"Fletcher’s Lec
tures on the Principles and Institutions of the Romish Church"
See Lancet,1,Lancet
See Ximenes,1,Ximenes
See end of Rope-Making,1,end of Rope-Making
See also Nat,1,also Nat
"See Neiv
Philosophical Journal",1,"Neiv
Philosophical Journal"
See him now ! yonder,1,him now ! yonder
See Card,1,Card
See Abelard,1,Abelard
"See Stephen’s
Comm",1,"Stephen’s
Comm"
See two papers,1,two papers
See Perch,1,Perch
"See Mosheim’s TransU of
Cudworth",1,"Mosheim’s TransU of
Cudworth"
See Augustin,1,Augustin
See the anecdote narrated by Locke,1,the anecdote narrated by Locke
See Juno,1,Juno
See Canicula,1,Canicula
See Sir J,1,Sir J
See Dictionnaire de Binliologie,1,Dictionnaire de Binliologie
See Canonization,1,Canonization
See Galas,1,Galas
See Mechain,1,Mechain
"See Percival’s
Ceylon",1,"Percival’s
Ceylon"
See Compasses,1,Compasses
See Atlantic,1,Atlantic
See Elliox,1,Elliox
"See Bingham’s Origines
Ecclesiasticce",1,"Bingham’s Origines
Ecclesiasticce"
See also Biot’s Traite de Physique,1,also Biot’s Traite de Physique
See Societies,1,Societies
See Rape,1,Rape
See Ranke’s History of the Reformation,1,Ranke’s History of the Reformation
"See also Philosophical Ma
gazine for April 1825",1,"also Philosophical Ma
gazine for April 1825"
See Nigritia,1,Nigritia
See Feudal Law,1,Feudal Law
See also Beer,1,also Beer
See his Lines of Equal Variation,1,his Lines of Equal Variation
See Paley’s Moral Philosophy,1,Paley’s Moral Philosophy
See Edinburgh Philosophical Journal 1822,1,Edinburgh Philosophical Journal 1822
See Aretino,1,Aretino
"See Hailes’
iials of Scotland",1,"Hailes’
iials of Scotland"
See his Notes on King,1,his Notes on King
See Plague ; also M‘Culloch’s Comm,1,Plague ; also M‘Culloch’s Comm
"See his Memoires by his illustrious
daughter",1,"his Memoires by his illustrious
daughter"
"See Lord Brougham’s
Discourse on Natural Theology",1,"Lord Brougham’s
Discourse on Natural Theology"
"See Reid’s
remarks on this subject",1,"Reid’s
remarks on this subject"
See Arabesque,1,Arabesque
"See note to the term Hexa-
style",1,"note to the term Hexa-
style"
"See Phcenix Dactyli-
fera; and Botany",1,"Phcenix Dactyli-
fera; and Botany"
See Aylesbury,1,Aylesbury
See Caledonia,1,Caledonia
See Dipteros,1,Dipteros
See Ap- Aus,1,Ap- Aus
See Cooper,1,Cooper
See Tetrastyle and Prostyle,1,Tetrastyle and Prostyle
See Comptea Rendus,1,Comptea Rendus
See also Aristotle,1,also Aristotle
See pamphlet,1,pamphlet
See Biographical Memoirs,1,Biographical Memoirs
See Note Z Z,1,Note Z Z
See Anchor,1,Anchor
See Incense,1,Incense
See Helminthology,1,Helminthology
See indulgences and dispensations of all kinds,1,indulgences and dispensations of all kinds
See Meteorology and Physical Geography,1,Meteorology and Physical Geography
See Professor Forbes’ Dissertation,1,Professor Forbes’ Dissertation
See Aldhelm,1,Aldhelm
See Wycliffe,1,Wycliffe
See North British Revieiu,1,North British Revieiu
See Hypophora,1,Hypophora
"See Lyell’s Ele
ments for other examples",1,"Lyell’s Ele
ments for other examples"
See Hinbert’s Shetland Islands,1,Hinbert’s Shetland Islands
See Gladiators,1,Gladiators
See also his Linrary Companion,1,also his Linrary Companion
See Tar,1,Tar
See many other interesting particulars of this comet in Sir J,1,many other interesting particulars of this comet in Sir J
See Car us s Introduction to Comp,1,Car us s Introduction to Comp
See Odontography,1,Odontography
See the work of Goguet,1,the work of Goguet
"See Cran
mer",1,"Cran
mer"
See Indian Recreations,1,Indian Recreations
See also b,1,also b
See Moixdsca,1,Moixdsca
See ver,1,ver
See article France,1,article France
See the article Meteorology in this Encyclopaedia,1,the article Meteorology in this Encyclopaedia
See Lippe-Schaumburg,1,Lippe-Schaumburg
See Macpherson’s Annals of Commerce,1,Macpherson’s Annals of Commerce
See Vitringa,1,Vitringa
See Probabilities,1,Probabilities
See Smeaton’s Reports,1,Smeaton’s Reports
See the Eighth Opinion regarding Causality in Appendix i,1,the Eighth Opinion regarding Causality in Appendix i
"See Barnaby Googe’s translation of Naogeor-
gus in his Popish Kingdome",1,"Barnaby Googe’s translation of Naogeor-
gus in his Popish Kingdome"
"See also
Burial ; Burning of the Dead ; and Burying-Place",1,"also
Burial ; Burning of the Dead ; and Burying-Place"
See De Theologumenis Vedenticorum,1,De Theologumenis Vedenticorum
See Note II,1,Note II
See Atmosphere,1,Atmosphere
See Pekseus,1,Pekseus
See I jEPANTO,1,I jEPANTO
See Arona,1,Arona
See in Bayle the three articles Luther,1,in Bayle the three articles Luther
"See Les Remarques de Burette sur le Dialogue du Plu-
tarque touchant la Musique",1,"Les Remarques de Burette sur le Dialogue du Plu-
tarque touchant la Musique"
See the letter to Priestley in the First volume of Volta’s Works,1,the letter to Priestley in the First volume of Volta’s Works
See Annuities,1,Annuities
See Berchem,1,Berchem
See As,1,As
See also G,1,also G
See Geschichte und Geist des Skepticismus vorsuglich in Rucksicht auf Moral und Religion,1,Geschichte und Geist des Skepticismus vorsuglich in Rucksicht auf Moral und Religion
See a vei7 learned note on this subject by Colonel Leake,1,a vei7 learned note on this subject by Colonel Leake
See also Lettre a M,1,also Lettre a M
See the concluding paragraph of the Theory of Moral Sentiments,1,the concluding paragraph of the Theory of Moral Sentiments
See Dirksen’s Uebersicht der hisherigen Versuche zur Kritik und Herstellung des Textes der Zvvdlf-Tafel-Fragmente,1,Dirksen’s Uebersicht der hisherigen Versuche zur Kritik und Herstellung des Textes der Zvvdlf-Tafel-Fragmente
"See Burnes s
Travels in Bokhara?)
BALKAN",1,"Burnes s
Travels in Bokhara?)
BALKAN"
See likewise the second edition of his Historia Juris Romani,1,likewise the second edition of his Historia Juris Romani
See Amazon,1,Amazon
See Pasquier’s Recherches,1,Pasquier’s Recherches
See Irish Trans,1,Irish Trans
"See his
Memoirs by Kirkman",1,"his
Memoirs by Kirkman"
See Ross and Cromarty,1,Ross and Cromarty
See Mai,1,Mai
See Cretins,1,Cretins
See G'/ossar?/to Architecture,1,G'/ossar?/to Architecture
See Memoirs of Rear-Admiral Sir W,1,Memoirs of Rear-Admiral Sir W
See note to page 147,1,note to page 147
"See Appendix to the Report of Commission on the Uni
versities and Colleges of Scotland",1,"Appendix to the Report of Commission on the Uni
versities and Colleges of Scotland"
See A brief Memoir of the Life,1,A brief Memoir of the Life
See CONSTANTINOPOLITAN HlSTOIlY,1,CONSTANTINOPOLITAN HlSTOIlY
See Hoveden,1,Hoveden
"See Tabular View on the next paqe>> ^
dation",1,"Tabular View on the next paqe>> ^
dation"
"See Astronomical Tables and
Formulae",1,"Astronomical Tables and
Formulae"
See Wall Borders,1,Wall Borders
"See Carmichael s edition ot the treatise
De Officio Hominis et Civis",1,"Carmichael s edition ot the treatise
De Officio Hominis et Civis"
See Lake Ngami; or,1,Lake Ngami; or
"See Transactions of the
Society for the Encouragement of Arts",1,"Transactions of the
Society for the Encouragement of Arts"
See Lupin’s edition of Camus’s Lettres sur la Profession d’Avocat,1,Lupin’s edition of Camus’s Lettres sur la Profession d’Avocat
See Daemon,1,Daemon
"See of Dunblan! 160
11",1,"of Dunblan! 160
11"
"See De Raimundi quem vacant Raymond Sa-
bunde vita et scriptis",1,"De Raimundi quem vacant Raymond Sa-
bunde vita et scriptis"
See Burial,1,Burial
"See Hericat de
rhury",1,"Hericat de
rhury"
See Crotona,1,Crotona
See Black Sea,1,Black Sea
"See Opere di
Leopardi raccoltede ordinate per cura di Ranieri",1,"Opere di
Leopardi raccoltede ordinate per cura di Ranieri"
See a review of the Prmcipal Questions and Difficulties relating to Morals,1,a review of the Prmcipal Questions and Difficulties relating to Morals
See Menai Strait,1,Menai Strait
"See ||
glossary to Architecture",1,"||
glossary to Architecture"
See Kherson,1,Kherson
See Batnears,1,Batnears
See also articles Evaporation,1,also articles Evaporation
See Antiochian Sect,1,Antiochian Sect
See S-te C\'OYs,1,S-te C\'OYs
See Boat,1,Boat
See Forge,1,Forge
"See Dugdale’s
Hist",1,"Dugdale’s
Hist"
See Terra di Layoro,1,Terra di Layoro
See also Mure’s Tour in Greece,1,also Mure’s Tour in Greece
See Ezekiel xxi,1,Ezekiel xxi
See Gloucestershire,1,Gloucestershire
See an interesting memoir (which we did not receive till the present pages were in types,1,an interesting memoir (which we did not receive till the present pages were in types
"See Guerras Civiles de Granada
by Guies Perez de Hyta",1,"Guerras Civiles de Granada
by Guies Perez de Hyta"
See Fleece,1,Fleece
"See also Entomologia Edinensis (Introduction); the
article Insectes in the Diet",1,"also Entomologia Edinensis (Introduction); the
article Insectes in the Diet"
See the article Cherubini,1,the article Cherubini
See Accubation,1,Accubation
See Dorsch,1,Dorsch
"See Tytier’s History of
Scotland",1,"Tytier’s History of
Scotland"
"See Forti
fication",1,"Forti
fication"
See Geoffroy,1,Geoffroy
See also among the MSS,1,also among the MSS
See a more detailed account in the Cosmographe and Description of Albion,1,a more detailed account in the Cosmographe and Description of Albion
See Dr Symington,1,Dr Symington
See Fate,1,Fate
See Wills,1,Wills
See Blazonry,1,Blazonry
See was moved to Avignon,1,was moved to Avignon
See Shropshire,1,Shropshire
"See Amianthus; and
Mineralogy",1,"Amianthus; and
Mineralogy"
"See Lucian’s dialogue
entitled Eunuchus",1,"Lucian’s dialogue
entitled Eunuchus"
See the Letters of Joseph Ritson,1,the Letters of Joseph Ritson
See Philo,1,Philo
See Behmen,1,Behmen
See Argol,1,Argol
See Hyderabad,1,Hyderabad
See his Memoir in Swedish,1,his Memoir in Swedish
See Note R,1,Note R
See Eleusinia,1,Eleusinia
See two dull lines by Stanhope’s pencil writ,1,two dull lines by Stanhope’s pencil writ
See Apollonius,1,Apollonius
See Deprivation,1,Deprivation
See Peat,1,Peat
See Confarreatio,1,Confarreatio
See also Palladius De lie Rustica ix,1,also Palladius De lie Rustica ix
See some Reflections on this speculation of Locke’s in the Spectator,1,some Reflections on this speculation of Locke’s in the Spectator
See Cayenne Pepper,1,Cayenne Pepper
See Sir Gardner Wilkinson’s edition,1,Sir Gardner Wilkinson’s edition
"See Owen’s Preliminary Exercitations to his Exposition of the
Epistle to the Hebrews",1,"Owen’s Preliminary Exercitations to his Exposition of the
Epistle to the Hebrews"
"See Stewart’s Dissertation prefixed to this
work",1,"Stewart’s Dissertation prefixed to this
work"
"See in particular
Liebner’s Hugo von St Victor und die Theologischen Rich-
tungen seiner Zeit; also Engelhardt’s Richard von St Victor",1,"in particular
Liebner’s Hugo von St Victor und die Theologischen Rich-
tungen seiner Zeit; also Engelhardt’s Richard von St Victor"
"See Tkin-
comalie",1,"Tkin-
comalie"
See Reid’s Inquiry,1,Reid’s Inquiry
See Vienna,1,Vienna
See Philineg,1,Philineg
See the First Discourse prefixed to his Natural History,1,the First Discourse prefixed to his Natural History
See Mcom,1,Mcom
See Achromatic Glasses,1,Achromatic Glasses
See Baltic Sea,1,Baltic Sea
See Stanhope,1,Stanhope
See Euler,1,Euler
See Loodiana,1,Loodiana
See Pergamxts,1,Pergamxts
See Ray,1,Ray
See Ilor,1,Ilor
See Lardners Credinility,1,Lardners Credinility
See the Preface to Simson’s Tractatus de Porismatinus,1,the Preface to Simson’s Tractatus de Porismatinus
See TEgean Sea,1,TEgean Sea
See Ancient Egyptians,1,Ancient Egyptians
See Epidamnus,1,Epidamnus
See Lighthouses,1,Lighthouses
See String-course,1,String-course
See Auckland Bishop,1,Auckland Bishop
